,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,broken
148,ID_972,333519,,,,,,,,,,,,
149,ID_661,333519,250.0,300.0,24431.0,168.0,140.0,44.0,7.0,60.63451776649746,,,,0.0
150,ID_1643,333519,250.0,300.0,110590.0,126.0,89.0,49.0,8.0,59.05421686746988,0.021295475,0.04933426,-0.028038787,0.0
151,ID_1433,333519,250.0,300.0,25430.0,15.0,13.0,4.0,3.0,57.391304347826086,0.009031454,0.04933426,-0.040302806,0.0
152,ID_2495,333519,,,,,,,,,,,,
153,ID_3377,333519,250.0,300.0,14066.0,8.0,6.0,3.0,,97.28571428571428,0.01861252,0.04933426,-0.03072174,0.0
154,ID_256,333519,250.0,300.0,174954.0,44.0,32.0,10.0,5.0,52.73076923076923,0.030442804,0.04933426,-0.018891457,0.0
155,ID_574,333519,250.0,300.0,28246.0,10.0,6.0,3.0,1.0,65.0,0.090314135,0.053200476,0.03711366,0.0
156,ID_2859,333519,250.0,300.0,34858.0,13.0,11.0,4.0,7.0,77.53846153846153,0.075140886,0.04933426,0.025806628,0.0
157,ID_2300,333519,250.0,300.0,198496.0,65.0,49.0,24.0,3.0,60.73134328358209,0.05212014,0.053200476,-0.0010803345,0.0
158,ID_3142,333519,250.0,300.0,3541.0,10.0,8.0,3.0,1.0,60.75,0.02060086,0.04933426,-0.028733402,0.0
159,ID_2941,333519,250.0,300.0,267530.0,107.0,85.0,29.0,21.0,61.73381294964029,0.017478034,0.04933426,-0.031856228,0.0
160,ID_2305,333519,250.0,300.0,7399.0,12.0,10.0,6.0,1.0,54.21428571428572,0.00486618,0.04933426,-0.044468082,0.0
161,ID_3171,333519,250.0,300.0,48576.0,11.0,10.0,6.0,2.0,47.0,0.19579288,0.04933426,0.14645863,0.0
162,ID_202,333519,250.0,300.0,2915135.0,216.0,167.0,66.0,28.0,56.37656903765691,0.037962962,0.053200476,-0.011371299,0.0
163,ID_2735,333519,250.0,300.0,42608.0,9.0,6.0,3.0,,56.45454545454545,0.02150873,0.104358725,-0.027825532,0.0
164,ID_297,333519,250.0,300.0,43625.0,14.0,13.0,4.0,,85.75,0.036120623,0.053200476,-0.015626397,0.0
165,ID_3328,333519,250.0,300.0,29057.0,13.0,10.0,4.0,1.0,61.30769230769231,0.025945947,0.04933426,-0.023388315,0.0
166,ID_2395,333519,250.0,300.0,1264056.0,67.0,41.0,18.0,29.0,57.5,0.5138104,0.104358725,0.46447614,0.0
167,ID_1985,333519,250.0,300.0,16042.0,7.0,6.0,2.0,,51.54545454545455,0.002202643,0.04933426,-0.047131617,0.0
168,ID_3518,333519,250.0,300.0,113257.0,62.0,50.0,19.0,3.0,61.64935064935065,0.050952137,0.053200476,0.0016178743,0.0
169,ID_3564,333519,250.0,300.0,4980.0,4.0,4.0,0.0,,73.25,0.0064814813,0.04933426,-0.04285278,0.0
170,ID_1187,333519,250.0,300.0,217955.0,58.0,54.0,22.0,3.0,58.55223880597015,0.00931677,0.053200476,-0.040017493,0.0
171,ID_848,333519,250.0,300.0,8208.0,17.0,10.0,6.0,4.0,63.40909090909091,,,,0.0
172,ID_2884,333519,250.0,300.0,7015.0,24.0,18.0,1.0,,77.11764705882354,0.0033637674,0.04933426,-0.045970496,0.0
173,ID_999,333519,250.0,300.0,20502.0,25.0,22.0,8.0,6.0,72.97297297297297,0.034032635,0.04933426,-0.015301627,0.0
174,ID_185,333519,250.0,300.0,12610.0,9.0,9.0,2.0,,63.72727272727273,0.007216495,0.04933426,-0.042117767,0.0
175,ID_2825,333519,250.0,300.0,49592.0,26.0,17.0,6.0,1.0,53.5,0.024390243,0.053200476,-0.024944019,0.0
176,ID_2326,333519,250.0,300.0,19433.0,15.0,12.0,2.0,1.0,58.13333333333333,0.004819277,0.04933426,-0.044514984,0.0
177,ID_2930,333519,250.0,300.0,232162.0,52.0,35.0,15.0,11.0,68.89285714285714,0.030711794,0.04933426,-0.018622467,0.0
178,ID_1525,333519,250.0,300.0,10138.0,9.0,7.0,1.0,4.0,34.8,0.022315202,0.04933426,-0.02701906,0.0
179,ID_350,333519,250.0,300.0,6240.0,10.0,8.0,4.0,2.0,41.1,0.03529412,0.04933426,-0.014040144,0.0
180,ID_2889,333519,250.0,300.0,6512.0,4.0,4.0,3.0,,83.75,0.011816839,0.04933426,-0.03751742,0.0
181,ID_3554,333519,250.0,300.0,5519.0,2.0,1.0,0.0,,45.5,0.18426502,0.04933426,0.13493074,0.0
182,ID_306,333519,250.0,300.0,620492.0,329.0,282.0,121.0,12.0,74.455919395466,0.03493756,0.053200476,-0.0143967,0.0
183,ID_1681,333519,250.0,300.0,50103.0,53.0,45.0,23.0,,59.21917808219178,0.009398496,0.04933426,-0.039935764,0.0
184,ID_929,333519,250.0,300.0,36381.0,55.0,51.0,23.0,8.0,58.967213114754095,,,,0.0
185,ID_2386,333519,250.0,300.0,36490.0,17.0,3.0,1.0,,46.23076923076923,0.012040791,0.053200476,-0.03729347,1.0
186,ID_1236,333519,250.0,300.0,28011.0,33.0,31.0,16.0,1.0,64.92682926829268,0.026724674,0.04933426,-0.022609588,0.0
187,ID_3042,333519,250.0,300.0,160878.0,39.0,30.0,13.0,3.0,62.604651162790695,0.027027028,0.04933426,-0.022307234,0.0
188,ID_1601,333519,250.0,300.0,18600.0,12.0,8.0,2.0,2.0,42.6875,0.016476553,0.04933426,-0.03285771,0.0
189,ID_1515,333519,250.0,300.0,11500670.0,1768.0,1594.0,743.0,66.0,59.62367491166078,0.011013786,0.053200476,-0.038320474,0.0
190,ID_2428,333519,250.0,300.0,31227.0,12.0,4.0,2.0,2.0,62.27272727272727,0.03426124,0.053200476,-0.01507302,0.0
191,ID_2698,333519,250.0,300.0,549864.0,58.0,49.0,16.0,9.0,63.19402985074627,0.15432401,0.053200476,0.10498975,0.0
192,ID_519,333519,250.0,300.0,2613.0,7.0,6.0,1.0,,65.53846153846153,0.0,0.04933426,-0.04933426,0.0
193,ID_2935,333519,250.0,300.0,21436.0,11.0,4.0,1.0,2.0,69.85714285714286,0.012416039,0.053200476,-0.036918223,0.0
194,ID_2529,333519,250.0,300.0,14710.0,33.0,27.0,11.0,22.0,50.7948717948718,0.06822612,0.04933426,0.01889186,0.0
195,ID_2808,333519,250.0,300.0,10648.0,14.0,8.0,3.0,13.0,63.66666666666666,0.21568371,0.053200476,0.16634946,0.0
196,ID_557,333519,250.0,300.0,8152.0,1.0,1.0,0.0,,58.0,0.0073475386,0.04933426,-0.041986722,0.0
197,ID_3069,333519,250.0,300.0,12816.0,11.0,9.0,5.0,,72.61538461538461,0.011308562,0.04933426,-0.0380257,0.0
198,ID_810,333519,250.0,300.0,118572.0,148.0,76.0,30.0,123.0,51.9748427672956,0.01731738,0.04933426,-0.03201688,1.0
199,ID_3453,333519,250.0,300.0,138544.0,59.0,45.0,13.0,1.0,65.40845070422536,0.028671738,0.053200476,-0.020662524,0.0
200,ID_526,333519,250.0,300.0,14108.0,6.0,2.0,0.0,93.0,48.333333333333336,0.2605648,0.04933426,0.21123053,1.0
201,ID_1113,333519,250.0,300.0,4879.0,12.0,11.0,5.0,,65.83333333333333,0.0026041667,0.04933426,-0.046730094,0.0
202,ID_2996,333519,250.0,300.0,20710.0,8.0,6.0,0.0,,98.22222222222224,0.009395973,0.04933426,-0.03993829,0.0
203,ID_1882,333519,250.0,300.0,237854.0,28.0,21.0,7.0,1.0,72.64516129032258,0.032258064,0.04933426,-0.017076196,0.0
204,ID_1560,333519,250.0,300.0,9106.0,20.0,8.0,4.0,11.0,52.0,,,,0.0
205,ID_2346,333519,250.0,300.0,7353.0,7.0,5.0,1.0,,50.142857142857146,0.053619303,0.04933426,0.0042850412,0.0
206,ID_2703,333519,250.0,300.0,3446.0,6.0,5.0,4.0,3.0,65.83333333333333,,,,0.0
207,ID_927,333519,250.0,300.0,3262.0,18.0,2.0,0.0,3.0,48.44444444444444,0.46681294,0.04933426,0.41747868,1.0
208,ID_1873,333519,250.0,300.0,66876.0,136.0,124.0,51.0,1.0,69.3409090909091,0.0043411646,0.04933426,-0.0449931,0.0
209,ID_2239,333519,250.0,300.0,87018.0,11.0,8.0,5.0,1.0,51.46153846153846,0.02465078,0.053200476,-0.024683481,0.0
210,ID_2676,333519,250.0,300.0,23372.0,33.0,24.0,6.0,3.0,61.65714285714286,,,,0.0
211,ID_2121,333519,250.0,300.0,86004.0,19.0,15.0,8.0,3.0,62.40909090909091,0.011904762,0.04933426,-0.0374295,0.0
212,ID_3420,333519,250.0,300.0,85425.0,20.0,1.0,1.0,2.0,50.21428571428572,0.66320646,0.04933426,0.6138722,1.0
213,ID_1439,333519,250.0,300.0,6692.0,18.0,13.0,4.0,1.0,65.57142857142857,,,,0.0
214,ID_3092,333519,250.0,300.0,83683.0,51.0,38.0,9.0,60.0,61.59322033898305,0.035277177,0.04933426,-0.014057084,0.0
215,ID_1246,333519,250.0,300.0,4955.0,10.0,5.0,2.0,2.0,67.875,0.47868854,0.04933426,0.42935425,0.0
216,ID_1321,333519,250.0,300.0,307349.0,50.0,41.0,13.0,31.0,61.1,0.09163347,0.04933426,0.042299204,0.0
217,ID_362,333519,250.0,300.0,162660.0,20.0,13.0,4.0,10.0,33.27272727272727,0.039895922,0.04933426,-0.009438338,0.0
218,ID_2483,333519,250.0,300.0,3598241.0,1120.0,865.0,419.0,202.0,66.9099167297502,0.19375673,0.053200476,0.14055625,0.0
219,ID_1762,333519,250.0,300.0,11689.0,17.0,15.0,5.0,,51.61904761904762,0.0010351967,0.04933426,-0.048299067,0.0
220,ID_2989,333519,250.0,300.0,62774.0,15.0,12.0,5.0,7.0,57.05,0.05869565,0.04933426,0.009361391,0.0
221,ID_222,333519,250.0,300.0,239616.0,15.0,8.0,5.0,7.0,48.785714285714285,0.08550186,0.04933426,0.036167596,0.0
222,ID_2228,333519,250.0,300.0,179531.0,126.0,101.0,55.0,18.0,63.80446927374302,0.014963297,0.04933426,-0.034370963,0.0
223,ID_2252,333519,250.0,300.0,61316.0,46.0,39.0,16.0,3.0,60.27777777777778,0.0033361134,0.04933426,-0.04599815,0.0
224,ID_3334,333519,250.0,300.0,150336.0,26.0,17.0,8.0,,64.88235294117646,0.082706764,0.104358725,0.033869803,0.0
225,ID_310,333519,250.0,300.0,3099.0,16.0,15.0,4.0,,52.42105263157895,0.0041724616,0.04933426,-0.0451618,0.0
226,ID_3147,333519,250.0,300.0,38395.0,9.0,7.0,4.0,,48.93333333333333,0.008333334,0.04933426,-0.04100093,0.0
227,ID_596,333519,250.0,300.0,12723.0,9.0,9.0,5.0,,76.38461538461539,,,,0.0
228,ID_2127,333519,250.0,300.0,3367.0,5.0,5.0,2.0,1.0,58.8,0.003690037,0.04933426,-0.045644224,0.0
229,ID_1219,333519,250.0,300.0,27157.0,24.0,17.0,2.0,7.0,43.333333333333336,0.023972603,0.04933426,-0.025361659,0.0
230,ID_1779,333519,250.0,300.0,16648.0,13.0,12.0,5.0,1.0,60.78947368421053,,,,0.0
231,ID_3204,333519,250.0,300.0,80600.0,8.0,8.0,4.0,1.0,70.9,0.053125,0.04933426,0.0037907385,0.0
232,ID_990,333519,250.0,300.0,90764.0,33.0,24.0,4.0,,69.97560975609755,0.018376723,0.053200476,-0.030957539,0.0
233,ID_1443,333519,250.0,300.0,9426.0,21.0,18.0,13.0,1.0,70.0,0.0078125,0.04933426,-0.04152176,0.0
234,ID_2339,333519,250.0,300.0,7671.0,5.0,0.0,0.0,2.0,98.42857142857144,0.0176,0.04933426,-0.03173426,1.0
235,ID_1845,333519,250.0,300.0,641690.0,155.0,55.0,26.0,1.0,67.11764705882354,0.09267603,0.04933426,0.04334177,0.0
236,ID_904,333519,250.0,300.0,8086.0,17.0,5.0,2.0,5.0,31.08695652173913,,,,0.0
237,ID_3421,333519,250.0,300.0,167580.0,97.0,82.0,30.0,5.0,61.752,0.023349857,0.04933426,-0.025984405,0.0
238,ID_3054,333519,250.0,300.0,18704.0,21.0,16.0,8.0,5.0,65.8695652173913,0.015625,0.04933426,-0.03370926,0.0
239,ID_3196,333519,250.0,300.0,2361.0,2.0,2.0,1.0,,22.5,0.0,0.04933426,-0.04933426,0.0
240,ID_299,333519,250.0,300.0,26518.0,33.0,28.0,9.0,9.0,67.19444444444444,0.029726516,0.04933426,-0.019607745,0.0
241,ID_2451,333519,250.0,300.0,6267.0,4.0,3.0,1.0,,59.333333333333336,0.012036108,0.04933426,-0.037298154,0.0
242,ID_2003,333519,250.0,300.0,1136526.0,285.0,212.0,99.0,83.0,60.725,0.11139241,0.053200476,0.05819193,0.0
243,ID_757,333519,250.0,300.0,363768.0,67.0,52.0,28.0,17.0,48.138888888888886,0.043572985,0.04933426,-0.005761277,0.0
244,ID_385,333519,250.0,300.0,38553.0,9.0,8.0,5.0,3.0,53.0,0.010152284,0.053200476,-0.039181978,0.0
245,ID_3250,333519,250.0,300.0,51036.0,12.0,1.0,1.0,2.0,43.7,0.13024282,0.053200476,0.08090857,1.0
246,ID_1101,333519,250.0,300.0,12376.0,3.0,3.0,0.0,,59.6,0.009090909,0.04933426,-0.040243354,0.0
247,ID_3439,333519,250.0,300.0,131965.0,35.0,28.0,11.0,1.0,68.23404255319149,,,,0.0
248,ID_2134,333519,250.0,300.0,13458.0,5.0,5.0,0.0,,63.4,0.019556714,0.053200476,-0.029777547,0.0
249,ID_1858,333519,250.0,300.0,45162.0,43.0,33.0,17.0,,70.21428571428571,0.025974026,0.053200476,-0.026994133,0.0
250,ID_2844,333519,250.0,300.0,14478.0,11.0,8.0,2.0,2.0,57.27272727272727,0.006329114,0.04933426,-0.043005146,0.0
251,ID_3315,333519,250.0,300.0,1982184.0,921.0,763.0,347.0,26.0,71.5587734241908,0.04057971,0.053200476,-0.012620766,0.0
252,ID_3224,333519,250.0,300.0,15650.0,4.0,4.0,2.0,4.0,75.75,0.02170767,0.04933426,-0.02762659,0.0
253,ID_458,333519,250.0,300.0,4681362.0,791.0,625.0,325.0,44.0,60.9226393629124,0.25342464,0.053200476,0.2040904,0.0
254,ID_841,333519,250.0,300.0,8998.0,11.0,7.0,4.0,5.0,64.9,0.014767933,0.04933426,-0.034566328,0.0
255,ID_1281,333519,250.0,300.0,6332.0,29.0,7.0,1.0,8.0,22.90322580645161,0.0032128515,0.04933426,-0.04612141,1.0
256,ID_2583,333519,250.0,300.0,30342.0,152.0,102.0,34.0,5.0,58.85641025641026,0.0041220114,0.04933426,-0.04521225,0.0
257,ID_3187,333519,250.0,300.0,44063.0,42.0,37.0,12.0,1.0,65.76785714285714,0.014492754,0.04933426,-0.034841508,0.0
258,ID_2541,333519,250.0,300.0,10495.0,9.0,7.0,3.0,,69.125,0.031719532,0.104358725,-0.01761473,0.0
259,ID_928,333519,250.0,300.0,2253.0,2.0,1.0,0.0,1.0,58.5,,,,0.0
260,ID_2678,333519,250.0,300.0,152025.0,43.0,29.0,11.0,3.0,62.361702127659576,0.015075377,0.04933426,-0.034258883,0.0
261,ID_2874,333519,250.0,300.0,167628.0,197.0,173.0,78.0,7.0,65.14285714285714,0.017152658,0.04933426,-0.032181602,0.0
262,ID_2262,333519,250.0,300.0,8034.0,9.0,5.0,3.0,,65.18181818181819,0.0027746947,0.04933426,-0.04655957,0.0
263,ID_2021,333519,250.0,300.0,2666.0,8.0,3.0,2.0,,52.6,0.028871391,0.04933426,-0.02046287,0.0
264,ID_2619,333519,250.0,300.0,12632.0,11.0,8.0,4.0,10.0,57.81818181818182,,,,0.0
265,ID_1194,333519,250.0,300.0,14509.0,10.0,8.0,5.0,,55.5,0.0033557047,0.04933426,-0.045978557,0.0
266,ID_1220,333519,250.0,300.0,6115.0,8.0,4.0,0.0,3.0,59.92307692307692,0.052173913,0.04933426,0.0028396514,0.0
267,ID_1880,333519,250.0,300.0,95033.0,41.0,36.0,21.0,4.0,67.4186046511628,0.055358723,0.04933426,0.006024463,0.0
268,ID_2031,333519,250.0,300.0,23141.0,29.0,23.0,10.0,,56.45454545454545,,,,0.0
269,ID_3501,333519,250.0,300.0,9770.0,14.0,13.0,3.0,1.0,56.25,,,,0.0
270,ID_2114,333519,250.0,300.0,274470.0,17.0,13.0,7.0,,43.25,0.06358381,0.053200476,0.014249554,0.0
271,ID_1541,333519,250.0,300.0,341262.0,231.0,205.0,85.0,7.0,61.2967032967033,0.009070295,0.04933426,-0.040263966,0.0
272,ID_1888,333519,250.0,300.0,10384.0,60.0,1.0,0.0,30.0,20.20754716981132,0.2522365,0.04933426,0.20290223,1.0
273,ID_2204,333519,250.0,300.0,28721.0,23.0,17.0,9.0,1.0,54.71875,0.022307014,0.04933426,-0.027027247,0.0
274,ID_1021,333519,250.0,300.0,2004.0,20.0,10.0,7.0,1.0,62.86363636363637,,,,0.0
275,ID_60,333519,250.0,300.0,17901.0,8.0,7.0,2.0,,54.625,0.044690967,0.053200476,-0.004643295,0.0
276,ID_1446,333519,250.0,300.0,48266.0,69.0,61.0,22.0,1.0,66.72340425531915,0.011503697,0.04933426,-0.037830565,0.0
277,ID_201,333519,250.0,300.0,39296.0,9.0,7.0,2.0,16.0,96.6,,,,0.0
278,ID_1776,333519,250.0,300.0,213000.0,101.0,80.0,33.0,4.0,73.24031007751938,0.029315962,0.053200476,-0.023884514,0.0
279,ID_489,333519,250.0,300.0,3999.0,18.0,1.0,0.0,3.0,37.35294117647059,0.5751055,0.04933426,0.5257712,1.0
280,ID_996,333519,250.0,300.0,87422.0,182.0,160.0,62.0,11.0,63.19911504424779,0.027777778,0.04933426,-0.021556484,0.0
281,ID_3056,333519,250.0,300.0,35847.0,22.0,16.0,7.0,6.0,45.88461538461539,0.011940299,0.04933426,-0.037393965,0.0
282,ID_2070,333519,250.0,300.0,7654.0,10.0,9.0,2.0,1.0,64.5,0.043650795,0.04933426,-0.0056834677,0.0
283,ID_1716,333519,250.0,300.0,607461.0,75.0,53.0,20.0,2.0,60.66666666666666,0.0081355935,0.04933426,-0.041198667,0.0
284,ID_2375,333519,250.0,300.0,5896.0,10.0,8.0,0.0,,63.3,,,,0.0
285,ID_2894,333519,250.0,300.0,582711.0,25.0,22.0,11.0,1.0,38.41379310344828,0.043753598,0.04933426,-0.005580663,0.0
286,ID_1638,333519,,,,,,,,,,,,
287,ID_2394,333519,250.0,300.0,15016.0,26.0,19.0,8.0,6.0,68.15625,0.17984189,0.04933426,0.13050763,0.0
288,ID_572,333519,250.0,300.0,34942.0,35.0,30.0,13.0,5.0,67.85714285714286,0.051951107,0.04933426,0.0026168432,0.0
289,ID_3260,333519,250.0,300.0,41454.0,38.0,34.0,14.0,4.0,58.11904761904762,0.011514614,0.04933426,-0.037819646,0.0
290,ID_143,333519,250.0,300.0,7954.0,12.0,10.0,5.0,1.0,68.78571428571429,0.027874565,0.04933426,-0.021459697,0.0
291,ID_2490,333519,250.0,300.0,31092.0,8.0,5.0,2.0,2.0,34.7,0.034398034,0.04933426,-0.014936227,0.0
292,ID_3007,333519,250.0,300.0,422072.0,142.0,58.0,16.0,49.0,61.3375,0.046376813,0.04933426,-0.00295745,0.0
293,ID_1274,333519,250.0,300.0,3178.0,7.0,5.0,1.0,,50.66666666666666,,,,0.0
294,ID_32,333519,250.0,300.0,5800.0,7.0,5.0,4.0,,59.0,0.004088785,0.04933426,-0.045245476,0.0
295,ID_905,333519,,,,,,,,,,,,
296,ID_2896,333519,250.0,300.0,18732.0,3.0,0.0,0.0,4.0,68.33333333333333,0.0053333333,0.04933426,-0.044000927,0.0
297,ID_194,333519,250.0,300.0,6551.0,11.0,10.0,6.0,5.0,67.54545454545455,,,,0.0
298,ID_175,333519,250.0,300.0,1066980.0,113.0,70.0,26.0,35.0,49.391304347826086,0.10569777,0.04933426,0.056363508,0.0
299,ID_2670,333519,250.0,300.0,33447.0,23.0,21.0,10.0,6.0,61.11538461538461,0.021173356,0.04933426,-0.028160905,0.0
300,ID_865,333519,250.0,300.0,4604.0,14.0,12.0,6.0,,66.7,0.003762813,0.04933426,-0.04557145,0.0
301,ID_3356,333519,250.0,300.0,155940.0,227.0,164.0,71.0,3.0,59.91164658634538,0.020661157,0.04933426,-0.028673105,0.0
302,ID_2464,333519,250.0,300.0,14470.0,7.0,4.0,2.0,1.0,36.81818181818182,0.005966587,0.04933426,-0.043367673,0.0
303,ID_2627,333519,250.0,300.0,16783.0,14.0,13.0,1.0,,67.72222222222223,0.0013986015,0.04933426,-0.04793566,0.0
304,ID_318,333519,250.0,300.0,189714.0,84.0,75.0,32.0,2.0,64.72222222222223,0.041791044,0.04933426,-0.007543217,0.0
305,ID_2399,333519,250.0,300.0,234367.0,21.0,18.0,13.0,,66.26086956521739,0.14651163,0.053200476,0.097177364,0.0
306,ID_1496,333519,250.0,300.0,489274.0,319.0,225.0,60.0,65.0,60.74837310195228,0.022551179,0.053200476,-0.026783083,0.0
307,ID_3244,333519,250.0,300.0,3221.0,6.0,5.0,4.0,,84.125,0.0028901733,0.04933426,-0.04644409,0.0
308,ID_2955,333519,250.0,300.0,57910.0,27.0,24.0,14.0,1.0,63.91891891891892,0.011538462,0.053200476,-0.041662015,0.0
309,ID_555,333519,250.0,300.0,9255.0,21.0,16.0,7.0,1.0,71.72,0.0,0.04933426,-0.04933426,0.0
310,ID_1203,333519,250.0,300.0,2021.0,11.0,5.0,2.0,2.0,49.45454545454545,0.46542552,0.04933426,0.41609126,0.0
311,ID_2226,333519,250.0,300.0,17573.0,12.0,6.0,1.0,,66.21428571428571,0.07080746,0.04933426,0.021473192,1.0
312,ID_366,333519,250.0,300.0,14470.0,17.0,14.0,4.0,,62.03225806451613,0.0030549897,0.04933426,-0.04627927,0.0
313,ID_2024,333519,250.0,300.0,128347.0,19.0,15.0,8.0,1.0,56.88,0.03021978,0.053200476,-0.022980696,0.0
314,ID_2840,333519,250.0,300.0,92832.0,132.0,121.0,45.0,11.0,57.55555555555556,0.06501182,0.04933426,0.015677558,0.0
315,ID_782,333519,250.0,300.0,559008.0,29.0,22.0,10.0,1.0,68.1951219512195,0.04047341,0.053200476,-0.008860854,0.0
316,ID_1865,333519,250.0,300.0,8004.0,3.0,3.0,2.0,,59.2,,,,0.0
317,ID_612,333519,250.0,300.0,19556.0,22.0,18.0,2.0,,34.416666666666664,,,,0.0
318,ID_2215,333519,250.0,300.0,5509.0,17.0,16.0,5.0,2.0,61.89473684210526,,,,0.0
319,ID_2046,333519,250.0,300.0,12969.0,11.0,8.0,5.0,8.0,58.45454545454545,0.040995095,0.04933426,-0.008339167,0.0
320,ID_1748,333519,250.0,300.0,8615.0,3.0,3.0,1.0,,56.2,0.014719411,0.04933426,-0.03461485,0.0
321,ID_1824,333519,,,,,,,,,,,,
322,ID_1373,333519,250.0,300.0,342356.0,155.0,134.0,43.0,68.0,58.86390532544379,0.08505722,0.04933426,0.035722956,0.0
323,ID_836,333519,,,,,,,,,,,,
324,ID_1911,333519,250.0,300.0,20420.0,24.0,24.0,5.0,,66.39473684210526,0.01191766,0.04933426,-0.037416603,0.0
325,ID_1951,333519,250.0,300.0,15392.0,21.0,18.0,4.0,3.0,58.85714285714285,0.0151770655,0.04933426,-0.034157194,0.0
326,ID_88,333519,250.0,300.0,11863.0,6.0,4.0,1.0,6.0,50.16666666666666,,,,0.0
327,ID_1128,333519,250.0,300.0,10111.0,4.0,3.0,2.0,3.0,56.66666666666666,0.010025063,0.04933426,-0.0393092,0.0
328,ID_308,333519,250.0,300.0,51570.0,14.0,10.0,5.0,4.0,43.7,0.005859375,0.04933426,-0.043474887,0.0
329,ID_620,333519,,,,,,,,,,,,
330,ID_343,333519,250.0,300.0,30374.0,32.0,20.0,10.0,2.0,63.475,0.013071896,0.04933426,-0.036262367,0.0
331,ID_1920,333519,250.0,300.0,6034.0,8.0,8.0,2.0,,92.6,,,,0.0
332,ID_2125,333519,250.0,300.0,42986.0,32.0,17.0,6.0,2.0,47.86842105263158,0.039078157,0.04933426,-0.010256105,0.0
333,ID_1065,333519,250.0,300.0,234518.0,11.0,9.0,4.0,,52.0,0.01784197,0.04933426,-0.03149229,0.0
334,ID_2246,333519,250.0,300.0,434805.0,67.0,56.0,20.0,3.0,52.19736842105263,0.016034985,0.053200476,-0.03716549,0.0
335,ID_1416,333519,250.0,300.0,18110.0,31.0,27.0,11.0,1.0,57.4375,0.016997168,0.04933426,-0.032337096,0.0
336,ID_1131,333519,250.0,300.0,30752.0,17.0,15.0,7.0,5.0,69.36842105263158,0.04716157,0.04933426,-0.0021726894,0.0
337,ID_2611,333519,250.0,300.0,12057.0,8.0,7.0,4.0,1.0,61.833333333333336,0.04050834,0.04933426,-0.008825921,0.0
338,ID_3523,333519,250.0,300.0,24273.0,4.0,2.0,1.0,5.0,49.0,0.0026041667,0.04933426,-0.046730094,0.0
339,ID_2644,333519,250.0,300.0,17278.0,39.0,28.0,15.0,,70.32558139534883,0.004842615,0.04933426,-0.044491645,0.0
340,ID_687,333519,250.0,300.0,115570.0,50.0,36.0,19.0,7.0,58.27941176470589,0.013886384,0.053200476,-0.035447877,0.0
341,ID_3180,333519,250.0,300.0,19182.0,532.0,56.0,13.0,566.0,61.5,0.07755335,0.04933426,0.028219087,0.0
342,ID_2721,333519,250.0,300.0,18206.0,9.0,6.0,4.0,6.0,68.5,0.021454113,0.04933426,-0.027880149,0.0
343,ID_1301,333519,250.0,300.0,211382.0,68.0,57.0,23.0,4.0,75.71084337349397,0.028008299,0.053200476,-0.025192177,0.0
344,ID_3082,333519,250.0,300.0,104906.0,90.0,69.0,23.0,12.0,74.575,0.012698413,0.04933426,-0.03663585,0.0
345,ID_447,333519,250.0,300.0,26607.0,34.0,33.0,13.0,,68.11904761904762,0.0057955743,0.053200476,-0.0474049,0.0
346,ID_8,333519,250.0,300.0,100815.0,36.0,30.0,9.0,5.0,76.75,0.031914894,0.053200476,-0.017419368,0.0
347,ID_649,333519,250.0,300.0,16682.0,9.0,8.0,2.0,,55.36363636363637,0.005882353,0.04933426,-0.04345191,0.0
348,ID_1448,333519,250.0,300.0,8594.0,123.0,32.0,3.0,178.0,45.20634920634921,0.16171004,0.04933426,0.11237577,1.0
349,ID_962,333519,,,,,,,,,,,,
350,ID_1697,333519,250.0,300.0,105114.0,41.0,24.0,3.0,41.0,46.04444444444445,0.070938215,0.04933426,0.021603953,0.0
351,ID_2321,333519,250.0,300.0,17316.0,44.0,39.0,11.0,9.0,62.07692307692308,0.012145749,0.04933426,-0.03718851,0.0
352,ID_3015,333519,250.0,300.0,432739.0,132.0,105.0,37.0,4.0,57.09929078014184,0.02725724,0.04933426,-0.022077022,0.0
353,ID_3176,333519,250.0,300.0,4623.0,19.0,15.0,9.0,3.0,57.130434782608695,0.009404388,0.04933426,-0.039929874,0.0
354,ID_75,333519,250.0,300.0,102896.0,34.0,18.0,6.0,6.0,58.4,0.15311116,0.04933426,0.1037769,0.0
355,ID_2408,333519,250.0,300.0,4692.0,6.0,5.0,3.0,,45.5,0.021516394,0.04933426,-0.027817868,0.0
356,ID_2728,333519,250.0,300.0,135184.0,12.0,8.0,6.0,,68.64285714285714,0.035164837,0.04933426,-0.014169427,0.0
357,ID_1401,333519,250.0,300.0,28562.0,35.0,28.0,14.0,3.0,62.56603773584906,0.3849624,0.053200476,0.33562815,0.0
358,ID_562,333519,250.0,300.0,17736.0,1.0,1.0,1.0,,54.0,0.013417816,0.04933426,-0.035916444,0.0
359,ID_2855,333519,250.0,300.0,140480.0,23.0,12.0,3.0,,81.54166666666667,0.2661725,0.04933426,0.21683824,0.0
360,ID_581,333519,250.0,300.0,256710.0,46.0,40.0,18.0,1.0,66.44827586206897,0.010810811,0.053200476,-0.039365016,0.0
