,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,broken
361,ID_1071,333519,250.0,300.0,416412.0,32.0,26.0,10.0,8.0,53.65625,0.15492958,0.053200476,0.10559531,0.0
362,ID_1351,333519,250.0,300.0,5830.0,6.0,6.0,2.0,,51.875,,,,0.0
363,ID_332,333519,250.0,300.0,2289990.0,550.0,495.0,184.0,38.0,62.089466089466086,0.0071813287,0.053200476,-0.042152934,0.0
364,ID_3145,333519,250.0,300.0,132175.0,30.0,20.0,7.0,9.0,52.32258064516129,0.009809264,0.04933426,-0.039525,0.0
365,ID_1425,333519,250.0,300.0,64138.0,22.0,17.0,4.0,2.0,60.41666666666666,0.01190187,0.04933426,-0.03743239,0.0
366,ID_1784,333519,250.0,300.0,123762.0,26.0,22.0,12.0,5.0,61.17857142857143,0.01650165,0.04933426,-0.03283261,0.0
367,ID_1830,333519,250.0,300.0,143496.0,25.0,19.0,7.0,5.0,45.1,0.055989582,0.04933426,0.006655322,0.0
368,ID_3185,333519,250.0,300.0,53358.0,15.0,13.0,8.0,1.0,67.85714285714286,0.035885166,0.04933426,-0.013449094,0.0
369,ID_2807,333519,250.0,300.0,50818.0,31.0,26.0,11.0,1.0,49.13513513513514,0.0021310602,0.04933426,-0.0472032,0.0
370,ID_2218,333519,250.0,300.0,46392.0,56.0,48.0,23.0,1.0,63.36065573770492,0.01746725,0.053200476,-0.035733227,0.0
371,ID_83,333519,250.0,300.0,1775012.0,499.0,414.0,185.0,26.0,68.93603744149766,0.06946265,0.04933426,0.020128386,0.0
372,ID_263,333519,250.0,300.0,19186.0,11.0,7.0,2.0,3.0,34.6,0.01021953,0.04933426,-0.039114732,0.0
373,ID_587,333519,250.0,300.0,40056.0,21.0,17.0,3.0,4.0,61.48148148148148,0.010869565,0.04933426,-0.038464695,0.0
374,ID_3242,333519,250.0,300.0,107856.0,6.0,2.0,0.0,,59.125,0.028151775,0.053200476,-0.021182487,0.0
375,ID_1268,333519,250.0,300.0,776939.0,253.0,144.0,57.0,12.0,70.5632183908046,0.4569587,0.04933426,0.40762442,0.0
376,ID_781,333519,250.0,300.0,468056.0,92.0,72.0,29.0,6.0,57.06923076923077,0.0154639175,0.04933426,-0.033870343,0.0
377,ID_1916,333519,250.0,300.0,32568.0,19.0,16.0,6.0,6.0,55.82608695652174,0.029363785,0.04933426,-0.019970477,0.0
378,ID_749,333519,250.0,300.0,22510.0,12.0,11.0,3.0,1.0,69.65,0.049581457,0.04933426,0.00024719368,0.0
379,ID_701,333519,250.0,300.0,11080.0,7.0,7.0,3.0,,58.625,0.010914052,0.053200476,-0.03842021,0.0
380,ID_691,333519,250.0,300.0,26436.0,23.0,22.0,9.0,3.0,62.82758620689656,0.0051282053,0.04933426,-0.044206057,0.0
381,ID_906,333519,250.0,300.0,390996.0,102.0,80.0,32.0,2.0,60.28440366972477,0.37741935,0.053200476,0.3280851,0.0
382,ID_249,333519,250.0,300.0,17124.0,6.0,5.0,2.0,,91.625,0.030927835,0.053200476,-0.02227264,0.0
383,ID_3262,333519,250.0,300.0,56499.0,99.0,91.0,26.0,5.0,72.56060606060606,0.0011074197,0.04933426,-0.04822684,0.0
384,ID_3304,333519,250.0,300.0,9010.0,18.0,15.0,4.0,,59.26923076923077,0.008064516,0.104358725,-0.043875746,0.0
385,ID_214,333519,250.0,300.0,7946.0,7.0,6.0,4.0,2.0,48.66666666666666,0.018716577,0.053200476,-0.030617684,0.0
386,ID_1010,333519,250.0,300.0,109132.0,13.0,6.0,2.0,23.0,55.93333333333333,0.029459901,0.104358725,-0.02084541,0.0
387,ID_3543,333519,250.0,300.0,18896.0,96.0,83.0,36.0,4.0,63.68253968253968,0.008390541,0.04933426,-0.04094372,0.0
388,ID_2358,333519,250.0,300.0,7613.0,33.0,25.0,10.0,3.0,58.7948717948718,0.016713092,0.04933426,-0.03262117,0.0
389,ID_150,333519,250.0,300.0,6839.0,10.0,7.0,2.0,2.0,59.3,0.012295082,0.04933426,-0.03703918,0.0
390,ID_650,333519,250.0,300.0,109103.0,32.0,22.0,5.0,25.0,66.74285714285715,,,,0.0
391,ID_84,333519,250.0,300.0,12597.0,115.0,39.0,12.0,171.0,39.45217391304348,0.029599732,0.04933426,-0.01973453,1.0
392,ID_1330,333519,250.0,300.0,81291.0,11.0,10.0,4.0,,67.93333333333334,0.0311804,0.104358725,-0.018153861,0.0
393,ID_2224,333519,250.0,300.0,6353.0,4.0,2.0,1.0,,52.833333333333336,0.014806378,0.04933426,-0.034527883,0.0
394,ID_1909,333519,250.0,300.0,6848.0,8.0,7.0,5.0,,59.25,0.0034364262,0.04933426,-0.045897834,0.0
395,ID_1141,333519,250.0,300.0,267260.0,3.0,1.0,0.0,13.0,34.0,0.12588236,0.053200476,0.07654809,0.0
396,ID_2841,333519,250.0,300.0,16804.0,10.0,8.0,1.0,1.0,60.375,,,,0.0
397,ID_1894,333519,250.0,300.0,3358.0,8.0,6.0,2.0,1.0,56.142857142857146,0.25146198,0.04933426,0.20212772,0.0
398,ID_436,333519,250.0,300.0,12816.0,13.0,10.0,4.0,3.0,60.30769230769231,,,,0.0
399,ID_1625,333519,250.0,300.0,25381.0,33.0,26.0,11.0,2.0,68.97142857142858,0.0433526,0.04933426,-0.0059816604,0.0
400,ID_1659,333519,250.0,300.0,17886.0,54.0,41.0,17.0,2.0,71.37931034482759,0.013824885,0.04933426,-0.035509378,0.0
401,ID_1690,333519,250.0,300.0,15971.0,8.0,0.0,0.0,6.0,16.857142857142858,0.08265609,0.04933426,0.033321835,1.0
402,ID_1572,333519,250.0,300.0,35572.0,11.0,11.0,5.0,2.0,65.38461538461539,0.001992032,0.04933426,-0.04734223,0.0
403,ID_2680,333519,,,,,,,,,,,,
404,ID_1279,333519,250.0,300.0,24782.0,30.0,25.0,14.0,,63.47058823529412,,,,0.0
405,ID_3363,333519,250.0,300.0,51950.0,22.0,18.0,3.0,4.0,43.64,0.0039138943,0.04933426,-0.045420367,0.0
406,ID_1205,333519,250.0,300.0,223118.0,99.0,78.0,42.0,1.0,57.198113207547166,0.09884869,0.04933426,0.049514435,0.0
407,ID_886,333519,250.0,300.0,12920.0,4.0,4.0,1.0,1.0,67.25,0.014084507,0.04933426,-0.035249755,0.0
408,ID_296,333519,250.0,300.0,14420.0,11.0,10.0,1.0,3.0,63.46153846153846,0.009638554,0.053200476,-0.039695706,0.0
409,ID_2544,333519,250.0,300.0,29064.0,20.0,15.0,9.0,27.0,51.62068965517241,0.08356546,0.053200476,0.034231197,0.0
410,ID_1522,333519,,,,,,,,,,,,
411,ID_867,333519,250.0,300.0,8405.0,23.0,16.0,7.0,4.0,63.08,,,,0.0
412,ID_2116,333519,250.0,300.0,128325.0,69.0,58.0,15.0,4.0,60.05154639175258,0.010443864,0.04933426,-0.0388904,0.0
413,ID_744,333519,250.0,300.0,19747.0,32.0,24.0,7.0,1.0,73.64,0.02178899,0.04933426,-0.027545271,0.0
414,ID_1379,333519,250.0,300.0,285359.0,36.0,26.0,12.0,12.0,65.75,0.046296295,0.04933426,-0.0030379652,0.0
415,ID_153,333519,250.0,300.0,10729.0,22.0,15.0,3.0,3.0,63.88235294117647,,,,0.0
416,ID_1529,333519,250.0,300.0,13046.0,10.0,8.0,3.0,,63.71428571428572,0.02714696,0.04933426,-0.022187302,0.0
417,ID_2022,333519,250.0,300.0,52476.0,34.0,23.0,11.0,1.0,58.054054054054056,0.018894332,0.04933426,-0.03043993,0.0
418,ID_344,333519,250.0,300.0,2356.0,5.0,5.0,4.0,,66.6,0.022968197,0.04933426,-0.026366064,0.0
419,ID_3256,333519,250.0,300.0,45229.0,41.0,38.0,11.0,2.0,74.48148148148148,,,,0.0
420,ID_1540,333519,250.0,300.0,57301.0,89.0,72.0,25.0,68.0,64.3305785123967,0.14367816,0.04933426,0.0943439,0.0
421,ID_398,333519,250.0,300.0,56237.0,202.0,67.0,38.0,418.0,57.516129032258064,0.43891266,0.04933426,0.38957837,1.0
422,ID_476,333519,250.0,300.0,10384.0,12.0,8.0,3.0,,71.0,0.0063233967,0.04933426,-0.043010864,0.0
423,ID_1536,333519,250.0,300.0,16452.0,23.0,19.0,8.0,2.0,71.88888888888889,0.026646929,0.04933426,-0.022687333,0.0
424,ID_2370,333519,250.0,300.0,12696.0,9.0,9.0,3.0,2.0,60.92307692307692,0.014373717,0.04933426,-0.034960546,0.0
425,ID_206,333519,250.0,300.0,17427.0,12.0,7.0,1.0,5.0,34.421052631578945,,,,0.0
426,ID_3247,333519,250.0,300.0,113009.0,54.0,48.0,18.0,,78.89473684210526,0.097426765,0.04933426,0.048092507,0.0
427,ID_671,333519,250.0,300.0,4556.0,21.0,18.0,5.0,,58.62068965517241,0.0070488723,0.04933426,-0.04228539,0.0
428,ID_1777,333519,250.0,300.0,6338.0,24.0,17.0,6.0,1.0,69.58333333333333,0.00918197,0.04933426,-0.040152293,0.0
429,ID_1353,333519,250.0,300.0,41095.0,34.0,16.0,9.0,,42.27272727272727,1.7265094e-05,0.053200476,-0.049316995,1.0
430,ID_18,333519,250.0,300.0,4456.0,10.0,8.0,4.0,2.0,55.16666666666666,,,,0.0
431,ID_3434,333519,250.0,300.0,26966.0,25.0,18.0,5.0,,64.10344827586206,0.002514669,0.04933426,-0.046819594,0.0
432,ID_1851,333519,250.0,300.0,278577.0,205.0,181.0,80.0,40.0,65.81673306772909,0.088809945,0.04933426,0.039475687,0.0
433,ID_2102,333519,250.0,300.0,16182.0,20.0,18.0,5.0,1.0,65.3,0.014778325,0.04933426,-0.034555938,0.0
434,ID_3358,333519,250.0,300.0,12955.0,20.0,16.0,12.0,5.0,58.0,0.019391635,0.04933426,-0.029942626,0.0
435,ID_441,333519,250.0,300.0,12998.0,18.0,13.0,7.0,,67.1,,,,0.0
436,ID_305,333519,250.0,300.0,50142.0,21.0,19.0,10.0,7.0,73.78260869565217,0.02077922,0.04933426,-0.028555041,0.0
437,ID_722,333519,250.0,300.0,1258014.0,143.0,110.0,42.0,23.0,68.97560975609755,0.05364807,0.053200476,0.004313807,0.0
438,ID_1704,333519,250.0,300.0,6722.0,5.0,2.0,1.0,,48.8,0.015122874,0.04933426,-0.03421139,0.0
439,ID_1723,333519,250.0,300.0,7807.0,6.0,6.0,3.0,1.0,52.25,0.01011378,0.04933426,-0.039220482,0.0
440,ID_2745,333519,250.0,300.0,17517.0,24.0,20.0,7.0,3.0,53.71875,,,,0.0
441,ID_857,333519,,,,,,,,,,,,
442,ID_2637,333519,250.0,300.0,1785940.0,331.0,279.0,90.0,25.0,48.83373493975903,0.09904154,0.053200476,0.045841057,0.0
443,ID_3237,333519,250.0,300.0,8870.0,7.0,6.0,4.0,1.0,59.0,0.003003003,0.04933426,-0.04633126,0.0
444,ID_2180,333519,250.0,300.0,23905.0,13.0,9.0,5.0,3.0,56.84615384615385,0.028210117,0.04933426,-0.021124145,0.0
445,ID_1409,333519,250.0,300.0,8097.0,2.0,2.0,1.0,,58.5,,,,0.0
446,ID_1766,333519,250.0,300.0,12956.0,4.0,2.0,1.0,,34.75,,,,0.0
447,ID_2374,333519,250.0,300.0,24794.0,3.0,3.0,2.0,1.0,48.66666666666666,0.053291537,0.04933426,0.0039572744,0.0
448,ID_1399,333519,250.0,300.0,101831.0,28.0,21.0,9.0,1.0,64.21875,0.03486056,0.04933426,-0.014473704,0.0
449,ID_2269,333519,250.0,300.0,41634.0,14.0,13.0,3.0,,64.78571428571429,0.02304427,0.053200476,-0.026289992,0.0
450,ID_1239,333519,,,,,,,,,,,,
451,ID_2634,333519,250.0,300.0,8657.0,13.0,10.0,2.0,1.0,48.64705882352941,0.009936517,0.04933426,-0.039397746,0.0
452,ID_1587,333519,250.0,300.0,1211798.0,279.0,196.0,85.0,80.0,54.44366197183098,0.13454035,0.053200476,0.085206084,0.0
453,ID_3402,333519,250.0,300.0,19800.0,23.0,10.0,2.0,12.0,55.78260869565217,0.171875,0.04933426,0.12254074,1.0
454,ID_2097,333519,250.0,300.0,2061.0,1.0,0.0,0.0,,56.0,0.78451455,0.04933426,0.73518026,1.0
455,ID_2773,333519,250.0,300.0,6526.0,4.0,2.0,2.0,1.0,49.75,0.053448275,0.04933426,0.004114014,0.0
456,ID_484,333519,250.0,300.0,7189.0,8.0,3.0,0.0,10.0,58.7,0.32296085,0.04933426,0.2736266,1.0
457,ID_934,333519,,,,,,,,,,,,
458,ID_769,333519,250.0,300.0,24268.0,15.0,13.0,5.0,2.0,84.94736842105263,0.01724138,0.04933426,-0.03209288,0.0
459,ID_2400,333519,250.0,300.0,8532.0,80.0,63.0,20.0,16.0,59.257425742574256,,,,0.0
460,ID_470,333519,250.0,300.0,222375.0,53.0,45.0,18.0,3.0,33.57142857142857,0.00739645,0.04933426,-0.041937813,0.0
461,ID_651,333519,250.0,300.0,5673.0,13.0,11.0,4.0,6.0,54.1578947368421,0.04028133,0.04933426,-0.009052931,0.0
462,ID_2444,333519,250.0,300.0,112311.0,596.0,504.0,181.0,1.0,64.79362880886427,,,,0.0
463,ID_2249,333519,,,,,,,,,,,,
464,ID_634,333519,250.0,300.0,14700.0,17.0,12.0,5.0,2.0,54.3125,,,,0.0
465,ID_2983,333519,250.0,300.0,50639.0,9.0,5.0,2.0,1.0,61.15384615384615,,,,0.0
466,ID_1691,333519,250.0,300.0,36705.0,58.0,50.0,21.0,5.0,65.77272727272727,0.30625585,0.04933426,0.25692156,0.0
467,ID_162,333519,250.0,300.0,51498.0,8.0,2.0,1.0,,45.0,0.39360473,0.04933426,0.34427044,1.0
468,ID_1303,333519,250.0,300.0,903837.0,232.0,187.0,83.0,10.0,59.33587786259542,0.07743289,0.04933426,0.028098634,0.0
469,ID_1145,333519,250.0,300.0,9788.0,19.0,17.0,6.0,,65.72222222222223,0.012474013,0.04933426,-0.03686025,0.0
470,ID_861,333519,250.0,300.0,5257.0,5.0,3.0,3.0,,48.0,,,,0.0
471,ID_3063,333519,250.0,300.0,842962.0,384.0,338.0,139.0,25.0,50.002145922746784,0.028368793,0.053200476,-0.020965468,0.0
472,ID_1261,333519,250.0,300.0,12214.0,8.0,1.0,1.0,5.0,49.15,0.04842105,0.04933426,-0.00091320893,0.0
473,ID_2796,333519,250.0,300.0,36964.0,101.0,90.0,34.0,12.0,72.38666666666667,0.0013523956,0.04933426,-0.047981866,0.0
474,ID_440,333519,250.0,300.0,97578.0,38.0,26.0,9.0,2.0,47.26,0.037924152,0.04933426,-0.01141011,0.0
475,ID_3061,333519,250.0,300.0,53396.0,124.0,38.0,16.0,5.0,56.52873563218391,0.76450115,0.04933426,0.7151669,1.0
476,ID_1545,333519,250.0,300.0,3705.0,2.0,1.0,0.0,5.0,57.0,0.004761905,0.04933426,-0.044572357,0.0
477,ID_734,333519,250.0,300.0,7054.0,4.0,4.0,2.0,,63.25,0.06505295,0.04933426,0.01571869,0.0
478,ID_1791,333519,250.0,300.0,8014.0,5.0,4.0,2.0,2.0,72.71428571428571,0.004489338,0.04933426,-0.044844925,0.0
479,ID_1392,333519,,,47452.0,,,,1.0,,0.08576998,0.075412415,0.03643572,0.0
480,ID_2237,333519,250.0,300.0,53539.0,15.0,14.0,6.0,2.0,61.06666666666667,0.029223379,0.053200476,-0.020110883,0.0
481,ID_1886,333519,250.0,300.0,50190.0,27.0,20.0,9.0,4.0,57.125,0.0063364054,0.04933426,-0.042997856,0.0
482,ID_559,333519,250.0,300.0,36666.0,71.0,59.0,12.0,4.0,61.956989247311824,0.0064655175,0.04933426,-0.042868745,0.0
483,ID_3503,333519,250.0,300.0,357710.0,78.0,61.0,19.0,19.0,58.43636363636364,0.057952352,0.053200476,0.008618088,0.0
484,ID_2018,333519,250.0,300.0,133140.0,35.0,30.0,16.0,15.0,81.95454545454545,0.033505153,0.04933426,-0.015829107,0.0
485,ID_2190,333519,250.0,300.0,33112.0,22.0,20.0,11.0,2.0,70.16,0.027855154,0.053200476,-0.021479107,0.0
486,ID_583,333519,250.0,300.0,2729813.0,49.0,39.0,12.0,1.0,150.16949152542372,0.0061576352,0.053200476,-0.043176625,0.0
487,ID_2674,333519,250.0,300.0,18004.0,24.0,17.0,7.0,1.0,60.44444444444444,0.0,0.04933426,-0.04933426,0.0
488,ID_2799,333519,250.0,300.0,62692.0,143.0,124.0,39.0,6.0,64.33649289099526,0.015509601,0.04933426,-0.03382466,0.0
489,ID_223,333519,250.0,300.0,6918.0,14.0,10.0,6.0,,62.11111111111112,0.007052186,0.04933426,-0.042282075,0.0
490,ID_2040,333519,250.0,300.0,8313.0,8.0,8.0,5.0,1.0,44.625,,,,0.0
491,ID_1801,333519,250.0,300.0,1143396.0,97.0,74.0,28.0,12.0,59.54700854700855,0.02128785,0.053200476,-0.028046412,0.0
492,ID_571,333519,250.0,300.0,6052.0,5.0,5.0,2.0,,63.57142857142857,0.0026362038,0.04933426,-0.046698056,0.0
493,ID_1300,333519,250.0,300.0,13224.0,32.0,27.0,12.0,81.0,64.75,0.026978416,0.04933426,-0.022355845,0.0
494,ID_2431,333519,250.0,300.0,56981.0,40.0,35.0,14.0,3.0,60.391304347826086,,,,0.0
495,ID_2835,333519,250.0,300.0,10906812.0,564.0,405.0,134.0,47.0,59.23019431988042,0.047923323,0.053200476,-0.005277153,0.0
496,ID_410,333519,250.0,300.0,7260.0,12.0,10.0,3.0,,42.375,0.008290156,0.04933426,-0.041044105,0.0
497,ID_602,333519,250.0,300.0,65180.0,102.0,91.0,35.0,1.0,61.56666666666667,0.011012433,0.04933426,-0.038321827,0.0
498,ID_3302,333519,250.0,300.0,52440.0,38.0,30.0,13.0,4.0,68.1086956521739,0.0033407572,0.04933426,-0.045993503,0.0
499,ID_804,333519,250.0,300.0,1515265.0,181.0,151.0,63.0,2.0,72.20089285714286,0.026569037,0.053200476,-0.022765225,0.0
500,ID_2357,333519,250.0,300.0,84569.0,16.0,14.0,5.0,,62.1875,0.03275705,0.053200476,-0.01657721,0.0
501,ID_2671,333519,250.0,300.0,3066.0,3.0,2.0,0.0,2.0,73.0,,,,0.0
502,ID_427,333519,250.0,300.0,14247.0,53.0,41.0,12.0,7.0,61.98245614035088,,,,0.0
503,ID_1556,333519,,,,,,,,,,,,
504,ID_2563,333519,250.0,300.0,23094.0,25.0,24.0,15.0,,55.458333333333336,0.008498584,0.04933426,-0.04083568,0.0
505,ID_443,333519,250.0,300.0,329698.0,86.0,68.0,25.0,3.0,42.45,0.016806724,0.04933426,-0.03252754,0.0
506,ID_978,333519,250.0,300.0,4364.0,1.0,1.0,1.0,1.0,58.0,0.0037453184,0.04933426,-0.045588944,0.0
507,ID_1870,333519,250.0,300.0,3086.0,6.0,5.0,2.0,,68.33333333333333,0.008787346,0.04933426,-0.040546916,0.0
508,ID_2199,333519,,,,,,,,,,,,
509,ID_2982,333519,250.0,300.0,75952.0,18.0,15.0,7.0,4.0,40.30769230769231,0.044759825,0.04933426,-0.004574436,0.0
510,ID_1825,333519,250.0,300.0,2092752.0,194.0,140.0,47.0,29.0,49.13942307692308,0.04813916,0.053200476,-0.001195103,0.0
511,ID_2995,333519,250.0,300.0,9153.0,24.0,16.0,10.0,,78.8,0.02221172,0.04933426,-0.027122542,0.0
512,ID_877,333519,250.0,300.0,88106.0,7.0,6.0,3.0,,60.85714285714285,0.041697416,0.04933426,-0.0076368446,0.0
513,ID_1490,333519,250.0,300.0,54132.0,16.0,14.0,5.0,3.0,64.5625,0.022106633,0.04933426,-0.027227629,0.0
514,ID_798,333519,250.0,300.0,232228.0,22.0,16.0,4.0,9.0,42.6,0.06417489,0.053200476,0.014840633,0.0
515,ID_1055,333519,250.0,300.0,15822.0,27.0,22.0,10.0,1.0,69.93548387096774,0.0030181087,0.04933426,-0.046316154,0.0
516,ID_439,333519,250.0,300.0,183503.0,111.0,100.0,43.0,2.0,72.15942028985508,0.00428054,0.04933426,-0.04505372,0.0
517,ID_2019,333519,250.0,300.0,43410.0,17.0,12.0,3.0,2.0,38.68421052631579,0.022222223,0.04933426,-0.027112039,0.0
518,ID_419,333519,250.0,300.0,4509.0,9.0,9.0,3.0,,86.0,0.00559245,0.04933426,-0.04374181,0.0
519,ID_539,333519,250.0,300.0,22529.0,23.0,19.0,6.0,1.0,55.68,,,,0.0
520,ID_38,333519,250.0,300.0,35890.0,9.0,9.0,4.0,,58.66666666666666,0.16229713,0.04933426,0.112962864,0.0
521,ID_995,333519,250.0,300.0,15594.0,9.0,8.0,2.0,,64.4,0.02094747,0.04933426,-0.028386792,0.0
522,ID_2685,333519,250.0,300.0,4986.0,13.0,7.0,1.0,1.0,65.3157894736842,0.0018450185,0.04933426,-0.047489244,0.0
523,ID_3276,333519,250.0,300.0,38892.0,21.0,16.0,3.0,6.0,40.54545454545455,0.021084337,0.04933426,-0.028249925,0.0
524,ID_2214,333519,250.0,300.0,42807.0,36.0,26.0,6.0,,67.675,0.12576064,0.04933426,0.07642639,0.0
525,ID_2367,333519,250.0,300.0,17220.0,16.0,11.0,8.0,,58.1875,0.043092523,0.053200476,-0.010107954,0.0
526,ID_2608,333519,250.0,300.0,122928.0,64.0,58.0,26.0,21.0,91.62857142857143,0.06413193,0.04933426,0.014797667,0.0
527,ID_2530,333519,250.0,300.0,461391.0,75.0,66.0,28.0,4.0,62.472972972972975,0.030612245,0.053200476,-0.02258823,0.0
528,ID_1564,333519,250.0,300.0,60078.0,12.0,8.0,7.0,11.0,60.07692307692308,0.062337663,0.04933426,0.0130034005,0.0
529,ID_1813,333519,250.0,300.0,51632.0,17.0,15.0,10.0,,71.34782608695652,0.022105264,0.04933426,-0.027228998,0.0
530,ID_3495,333519,250.0,300.0,68604.0,9.0,7.0,3.0,,44.77777777777778,0.028409092,0.04933426,-0.02092517,0.0
531,ID_415,333519,250.0,300.0,27962.0,17.0,15.0,6.0,,56.26086956521739,0.0072639226,0.04933426,-0.04207034,0.0
532,ID_3000,333519,250.0,300.0,7878.0,21.0,21.0,6.0,1.0,62.06060606060606,0.019512195,0.04933426,-0.029822066,0.0
533,ID_1077,333519,250.0,300.0,4433.0,6.0,3.0,0.0,1.0,40.375,0.5092274,0.04933426,0.45989314,0.0
534,ID_2195,333519,250.0,300.0,249564.0,73.0,61.0,25.0,141.0,84.07446808510639,0.046103183,0.053200476,-0.0070972927,0.0
535,ID_2438,333519,250.0,300.0,760445.0,37.0,6.0,3.0,25.0,66.86486486486487,0.20526838,0.053200476,0.15206791,1.0
536,ID_692,333519,250.0,300.0,12814.0,20.0,18.0,7.0,4.0,79.44117647058823,0.023483366,0.04933426,-0.025850896,0.0
537,ID_725,333519,250.0,300.0,9892.0,23.0,19.0,8.0,2.0,65.7,0.03236994,0.04933426,-0.01696432,0.0
538,ID_3161,333519,250.0,300.0,11128.0,2.0,1.0,1.0,,96.0,0.021021022,0.04933426,-0.02831324,0.0
539,ID_1072,333519,250.0,300.0,9046.0,30.0,26.0,9.0,4.0,58.44117647058823,0.0021459227,0.04933426,-0.047188338,0.0
540,ID_1163,333519,250.0,300.0,443822.0,143.0,115.0,38.0,8.0,71.95652173913044,0.005054095,0.053200476,-0.044280168,0.0
541,ID_2309,333519,250.0,300.0,156120.0,47.0,37.0,15.0,4.0,51.01724137931034,0.018821605,0.053200476,-0.030512657,0.0
542,ID_1544,333519,250.0,300.0,33994.0,33.0,11.0,2.0,1.0,60.97222222222222,,,,1.0
543,ID_3550,333519,250.0,300.0,132171.0,113.0,87.0,24.0,8.0,49.56687898089172,0.034653466,0.04933426,-0.014680796,0.0
544,ID_2854,333519,250.0,300.0,16912.0,14.0,8.0,6.0,5.0,62.07142857142857,0.04076087,0.04933426,-0.008573392,0.0
545,ID_1751,333519,250.0,300.0,34538.0,8.0,7.0,2.0,1.0,74.2,0.005601034,0.04933426,-0.043733228,0.0
546,ID_328,333519,250.0,300.0,14453.0,35.0,28.0,9.0,4.0,78.69444444444444,0.005859375,0.04933426,-0.043474887,0.0
547,ID_1642,333519,250.0,300.0,148587.0,24.0,19.0,5.0,4.0,59.30769230769231,0.1042654,0.053200476,0.051064927,0.0
548,ID_3211,333519,250.0,300.0,35804.0,40.0,32.0,14.0,26.0,61.1551724137931,0.012631579,0.04933426,-0.03670268,0.0
549,ID_3354,333519,250.0,300.0,12103.0,13.0,8.0,3.0,2.0,58.65217391304348,,,,0.0
550,ID_1357,333519,250.0,300.0,66072.0,71.0,56.0,25.0,5.0,70.51485148514851,0.012945434,0.04933426,-0.036388826,0.0
551,ID_3160,333519,250.0,300.0,74650.0,32.0,19.0,8.0,52.0,50.642857142857146,0.047128927,0.04933426,-0.0022053341,0.0
552,ID_216,333519,250.0,300.0,49335.0,10.0,9.0,3.0,,53.23076923076923,0.01620162,0.053200476,-0.033132643,0.0
553,ID_849,333519,250.0,300.0,13228.0,8.0,7.0,5.0,,60.625,0.00862069,0.053200476,-0.04071357,0.0
554,ID_2093,333519,250.0,300.0,16761.0,23.0,21.0,10.0,3.0,57.42424242424242,0.019165726,0.04933426,-0.030168535,0.0
555,ID_2744,333519,250.0,300.0,47508.0,25.0,23.0,7.0,2.0,64.24242424242425,0.03368421,0.053200476,-0.019516265,0.0
556,ID_1427,333519,250.0,300.0,181869.0,21.0,16.0,7.0,60.0,48.80952380952381,0.14901257,0.053200476,0.09581209,0.0
557,ID_79,333519,250.0,300.0,6989.0,7.0,3.0,1.0,,33.857142857142854,,,,0.0
558,ID_1501,333519,250.0,300.0,15171962.0,15368.0,13134.0,4812.0,612.0,63.10051802626759,0.029319372,0.04933426,-0.02001489,0.0
559,ID_212,333519,250.0,300.0,90225.0,46.0,40.0,20.0,4.0,59.84,0.03370058,0.04933426,-0.015633678,0.0
560,ID_818,333519,250.0,300.0,54140.0,27.0,22.0,11.0,26.0,57.75862068965517,0.06465517,0.04933426,0.015320911,0.0
561,ID_3141,333519,250.0,300.0,34755.0,94.0,87.0,19.0,,63.96190476190476,0.014428413,0.04933426,-0.034905847,0.0
562,ID_399,333519,250.0,300.0,145244.0,38.0,34.0,15.0,,66.85,0.02603037,0.053200476,-0.027170107,0.0
563,ID_3359,333519,250.0,300.0,8214.0,4.0,3.0,2.0,1.0,85.0,,,,0.0
564,ID_2729,333519,250.0,300.0,3088.0,9.0,6.0,5.0,1.0,64.0909090909091,0.021428572,0.04933426,-0.02790569,0.0
565,ID_3546,333519,250.0,300.0,11219.0,11.0,10.0,5.0,,85.2,0.059760958,0.04933426,0.0104266945,0.0
566,ID_2795,333519,250.0,300.0,7692.0,46.0,31.0,15.0,3.0,59.89041095890411,0.11504425,0.04933426,0.065709986,0.0
567,ID_2862,333519,250.0,300.0,176622.0,14.0,13.0,4.0,1.0,62.4,0.03220339,0.053200476,-0.017130872,0.0
568,ID_300,333519,250.0,300.0,1124774.0,305.0,237.0,98.0,24.0,65.82984293193718,0.021782178,0.04933426,-0.027552083,0.0
569,ID_116,333519,250.0,300.0,317610.0,50.0,38.0,13.0,13.0,54.70909090909091,0.025280898,0.053200476,-0.024053363,0.0
570,ID_2081,333519,250.0,300.0,17458.0,7.0,7.0,2.0,,58.85714285714285,0.016216217,0.04933426,-0.033118047,0.0
571,ID_3465,333519,250.0,300.0,32831.0,26.0,17.0,6.0,5.0,62.0,0.03562341,0.104358725,-0.013710852,0.0
572,ID_53,333519,250.0,300.0,9873.0,10.0,10.0,4.0,5.0,71.33333333333333,0.020366598,0.04933426,-0.028967664,0.0
573,ID_1262,333519,250.0,300.0,12681.0,128.0,46.0,26.0,66.0,35.333333333333336,0.030882562,0.04933426,-0.0184517,0.0
574,ID_407,333519,250.0,300.0,21444.0,7.0,6.0,3.0,,40.0,0.047131147,0.04933426,-0.002203114,0.0
