,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score
1393,ID_2082,333346,250.0,300.0,4210,2.0,0.0,0.0,,59.0,,,
1394,ID_3405,333346,250.0,300.0,2671,5.0,4.0,3.0,,56.4,,,
1395,ID_2115,333346,250.0,300.0,8000,3.0,3.0,0.0,,71.0,,,
1396,ID_568,333346,250.0,300.0,3627,1.0,1.0,0.0,,45.0,,,
1397,ID_2577,333346,250.0,300.0,3195,4.0,1.0,0.0,2.0,50.4,,,
1398,ID_1489,333346,250.0,300.0,3446,2.0,2.0,2.0,,30.0,0.026565464,0.04933426,-0.022768797
1399,ID_3470,333346,250.0,300.0,89200,14.0,1.0,0.0,41.0,29.75,0.24119012,0.104358725,0.14386137
1400,ID_2180,333346,250.0,300.0,3044,4.0,2.0,1.0,,55.5,0.028210117,0.04933426,-0.021124145
1401,ID_2536,333519,250.0,300.0,4027,7.0,5.0,2.0,,67.22222222222223,0.006369427,0.04933426,-0.042964835
1402,ID_931,333519,250.0,300.0,54053,73.0,58.0,25.0,11.0,62.0958904109589,0.045958795,0.053200476,-0.003375466
1403,ID_1919,333519,250.0,300.0,6336,2.0,2.0,1.0,,60.0,,,
1404,ID_545,333519,250.0,300.0,25098,24.0,21.0,5.0,,60.53846153846154,,,
1405,ID_908,333346,250.0,300.0,191196,53.0,50.0,15.0,2.0,56.84745762711864,0.030927835,0.104358725,-0.048114337
1406,ID_142,333346,250.0,300.0,2914,5.0,5.0,3.0,,54.0,,,
1407,ID_1784,333519,250.0,300.0,123762,26.0,22.0,12.0,5.0,61.17857142857143,0.01650165,0.04933426,-0.03283261
1408,ID_3173,333519,250.0,300.0,23381,10.0,9.0,4.0,,75.42857142857143,,,
1409,ID_1607,333519,250.0,300.0,4147,1.0,1.0,1.0,,60.0,,,
1410,ID_3297,333519,250.0,300.0,24140,6.0,4.0,0.0,,85.83333333333333,0.031908832,0.04933426,-0.01742543
1411,ID_1327,333519,250.0,300.0,2535,6.0,6.0,1.0,1.0,72.875,0.0051740357,0.04933426,-0.044160224
1412,ID_449,333519,250.0,300.0,4047,4.0,3.0,1.0,,53.0,,,
1413,ID_9,333519,250.0,300.0,2029,3.0,3.0,1.0,,89.66666666666667,,,
1414,ID_575,333519,250.0,300.0,7278,1.0,0.0,0.0,,62.0,,,
1415,ID_712,333346,250.0,300.0,11676,6.0,4.0,0.0,,58.25,0.028391168,0.04933426,-0.020943094
1416,ID_2070,333346,250.0,300.0,8959,21.0,20.0,15.0,,75.08695652173913,0.043650795,0.04933426,-0.0056834677
1417,ID_328,333346,250.0,300.0,2621,12.0,12.0,6.0,,62.375,0.005859375,0.04933426,-0.043474887
1418,ID_421,333346,250.0,300.0,2783,2.0,2.0,2.0,1.0,69.0,,,
1419,ID_2337,333346,250.0,300.0,6139,21.0,15.0,2.0,,55.90243902439025,0.008633094,0.04933426,-0.04070117
1420,ID_2271,333519,,,2114,,,,,,,,
1421,ID_820,333346,,,2029,,,,,,,,
1422,ID_2234,333519,,,8187,,,,,,,,
1423,ID_2304,333346,,,5717,,,,4.0,,,,
1424,ID_324,333346,,,2054,,,,,,,,
1425,ID_313,333346,250.0,300.0,5942,3.0,3.0,2.0,3.0,71.0,,,
1426,ID_2636,333346,250.0,300.0,8839,2.0,1.0,0.0,2.0,50.5,,,
1427,ID_1827,333346,250.0,300.0,4327,7.0,6.0,4.0,,92.33333333333331,,,
1428,ID_2257,333346,250.0,300.0,23538,8.0,7.0,5.0,,57.6,0.013485477,0.053200476,-0.035848785
1429,ID_2322,333346,250.0,300.0,7894,3.0,3.0,0.0,1.0,77.33333333333333,,,
1430,ID_2493,333346,250.0,300.0,3424,6.0,6.0,2.0,,62.66666666666666,,,
1431,ID_2930,333346,250.0,300.0,860096,210.0,172.0,100.0,12.0,66.09191176470588,0.030711794,0.04933426,-0.018622467
1432,ID_1854,333346,250.0,300.0,4892272,704.0,547.0,295.0,32.0,74.84565499351491,0.06315789,0.053200476,0.009957419
1433,ID_2814,333346,250.0,300.0,5049,1.0,0.0,0.0,,44.0,0.01161103,0.04933426,-0.037723232
1434,ID_2715,333346,250.0,300.0,8204,14.0,10.0,2.0,,61.22727272727273,0.005449591,0.04933426,-0.04388467
1435,ID_2840,333346,250.0,300.0,6454,14.0,11.0,7.0,5.0,50.65,0.06501182,0.04933426,0.015677558
1436,ID_969,333346,,,3958,1.0,0.0,0.0,,,,,
1437,ID_438,333519,250.0,300.0,3683,1.0,1.0,1.0,,38.0,,,
1438,ID_1304,333519,250.0,300.0,5478,6.0,6.0,3.0,,67.0,,,
1439,ID_2685,333519,250.0,300.0,4986,13.0,7.0,1.0,1.0,65.3157894736842,0.0018450185,0.04933426,-0.047489244
1440,ID_3287,333519,250.0,300.0,2315,4.0,3.0,0.0,,54.75,,,
1441,ID_3229,333519,250.0,300.0,6743,4.0,3.0,0.0,2.0,66.75,,,
1442,ID_2977,333519,250.0,300.0,2813,1.0,1.0,1.0,,59.0,,,
1443,ID_3318,333519,250.0,300.0,23163,7.0,6.0,2.0,,67.28571428571429,0.082539685,0.053200476,0.029339207
1444,ID_1746,333519,250.0,300.0,4818,7.0,6.0,2.0,1.0,61.72727272727273,0.0049844235,0.04933426,-0.044349838
1445,ID_3528,333519,250.0,300.0,2381,2.0,1.0,1.0,,56.0,,,
1446,ID_526,333519,250.0,300.0,14108,6.0,2.0,0.0,93.0,48.333333333333336,0.2605648,0.04933426,0.21123053
1447,ID_2025,333519,250.0,300.0,3155,2.0,2.0,1.0,,94.5,0.008413462,0.04933426,-0.0409208
1448,ID_927,333519,250.0,300.0,3262,18.0,2.0,0.0,3.0,48.44444444444444,0.46681294,0.04933426,0.41747868
1449,ID_3203,333519,250.0,300.0,3622,2.0,2.0,0.0,3.0,84.0,,,
1450,ID_1791,333519,250.0,300.0,8014,5.0,4.0,2.0,2.0,72.71428571428571,0.004489338,0.04933426,-0.044844925
1451,ID_617,333519,250.0,300.0,2685,1.0,1.0,0.0,,90.0,,,
1452,ID_235,333346,250.0,300.0,2475,2.0,2.0,2.0,3.0,59.0,,,
1453,ID_485,333519,250.0,300.0,2736,1.0,0.0,0.0,,60.0,,,
1454,ID_1362,333519,,,3117,,,,,,,,
1455,ID_2718,333346,,,9185,,,,,,,,
1456,ID_2886,333519,,,2241,,,,,,,,
1457,ID_1216,333519,,,2143,,,,,,,,
1458,ID_1507,333519,,,36211,,,,,,,,
1459,ID_768,333519,250.0,300.0,3235,5.0,5.0,2.0,,59.36363636363637,0.008097166,0.04933426,-0.041237097
1460,ID_22,333519,250.0,300.0,8223,9.0,5.0,1.0,1.0,62.22222222222222,0.02299908,0.104358725,-0.08135965
1461,ID_1494,333519,250.0,300.0,3580,6.0,5.0,0.0,2.0,74.0,,,
1462,ID_904,333519,250.0,300.0,8086,17.0,5.0,2.0,5.0,31.08695652173913,,,
1463,ID_621,333519,250.0,300.0,5259,5.0,5.0,2.0,,58.8,0.029649595,0.04933426,-0.019684667
1464,ID_1399,333346,250.0,300.0,40741,7.0,7.0,4.0,4.0,59.42857142857143,0.03486056,0.04933426,-0.014473704
1465,ID_1156,333519,250.0,300.0,11283,5.0,4.0,2.0,,62.4,0.012600229,0.04933426,-0.036734033
1466,ID_2185,333519,250.0,300.0,5500,4.0,3.0,2.0,2.0,66.33333333333333,0.02538071,0.053200476,-0.027819766
1467,ID_32,333519,250.0,300.0,5800,7.0,5.0,4.0,,59.0,0.004088785,0.04933426,-0.045245476
1468,ID_553,333519,250.0,300.0,3155,2.0,1.0,0.0,,51.5,0.0,0.053200476,-0.053200476
1469,ID_1550,333519,250.0,300.0,3844,1.0,0.0,0.0,,59.0,0.028077753,0.04933426,-0.021256508
1470,ID_2381,333519,250.0,300.0,19033,74.0,62.0,17.0,8.0,60.023809523809526,0.00887199,0.04933426,-0.04046227
1471,ID_3259,333519,250.0,300.0,2759,5.0,5.0,3.0,,51.4,,,
1472,ID_1842,333519,250.0,300.0,9726,1.0,1.0,1.0,,66.0,0.012383901,0.053200476,-0.040816575
1473,ID_536,333346,,,5115,,,,1.0,,0.029661017,0.04933426,-0.019673245
1474,ID_3087,333346,250.0,300.0,9338,2.0,1.0,0.0,,35.5,,,
1475,ID_427,333346,250.0,300.0,2093,1.0,1.0,0.0,1.0,60.0,,,
1476,ID_2681,333346,250.0,300.0,6320,5.0,5.0,2.0,4.0,57.8,0.029813664,0.04933426,-0.019520598
1477,ID_530,333346,250.0,300.0,4361,3.0,2.0,0.0,,59.0,,,
1478,ID_1880,333346,250.0,300.0,73164,21.0,17.0,6.0,1.0,57.96969696969697,0.055358723,0.04933426,0.006024463
1479,ID_2511,333519,250.0,300.0,2034,2.0,1.0,0.0,,88.0,,,
1480,ID_557,333519,250.0,300.0,8152,1.0,1.0,0.0,,58.0,0.0073475386,0.04933426,-0.041986722
1481,ID_1845,333519,250.0,300.0,641690,155.0,55.0,26.0,1.0,67.11764705882354,0.09267603,0.04933426,0.04334177
1482,ID_3531,333519,250.0,300.0,11154,19.0,17.0,4.0,1.0,57.22857142857143,,,
1483,ID_3071,333519,250.0,300.0,11475,1.0,0.0,0.0,,56.0,,,
1484,ID_1706,333519,250.0,300.0,2916,6.0,2.0,1.0,,57.3,,,
1485,ID_3321,333346,,,2020,,,,,,0.021021022,0.04933426,-0.02831324
1486,ID_2944,333346,,,2414,,,,,,,,
1487,ID_598,333519,,,2224,,,,,,,,
1488,ID_2850,333346,,,3154,,,,,,,,
1489,ID_2764,333346,,,7608,,,,,,,,
1490,ID_3446,333346,,,3234,,,,,,0.05808325,0.04933426,0.008748991
1491,ID_2043,333346,250.0,300.0,2972,2.0,2.0,0.0,,28.5,,,
1492,ID_1169,333346,250.0,300.0,2860,3.0,3.0,2.0,,75.66666666666667,,,
1493,ID_2656,333346,250.0,300.0,3297,3.0,3.0,2.0,,68.66666666666667,,,
1494,ID_2288,333519,,,10029,,,,,,,,
1495,ID_461,333519,250.0,300.0,9005,2.0,2.0,1.0,,54.5,,,
1496,ID_2639,333519,250.0,300.0,4351,11.0,9.0,1.0,,54.8,0.4673175,0.04933426,0.41798323
1497,ID_1716,333519,250.0,300.0,607461,75.0,53.0,20.0,2.0,60.66666666666666,0.0081355935,0.04933426,-0.041198667
1498,ID_247,333346,250.0,300.0,20273,13.0,13.0,4.0,1.0,61.11764705882353,,,
1499,ID_109,333346,250.0,300.0,2739,10.0,9.0,6.0,,72.42857142857143,0.0054347827,0.04933426,-0.04389948
1500,ID_560,333346,250.0,300.0,4051,2.0,2.0,2.0,,94.5,,,
1501,ID_610,333346,250.0,300.0,15792,11.0,6.0,3.0,4.0,46.81818181818182,0.017510945,0.04933426,-0.03182332
1502,ID_2645,333346,250.0,300.0,6605,1.0,1.0,0.0,,34.0,,,
1503,ID_1015,333346,,,2292,1.0,1.0,1.0,1.0,,0.01532567,0.04933426,-0.034008592
1504,ID_1452,333346,250.0,300.0,2010,1.0,1.0,0.0,,86.0,,,
1505,ID_1612,333346,250.0,300.0,220722,17.0,13.0,11.0,2.0,61.94736842105263,0.115355805,0.04933426,0.06602155
1506,ID_2279,333346,250.0,300.0,2881,10.0,8.0,3.0,1.0,63.9375,,,
1507,ID_443,333346,250.0,300.0,177263,79.0,63.0,40.0,3.0,44.69892473118279,0.016806724,0.04933426,-0.03252754
1508,ID_1616,333346,250.0,300.0,5137,14.0,14.0,9.0,,73.72727272727273,0.05722071,0.04933426,0.007886447
1509,ID_154,333346,250.0,300.0,2786,3.0,2.0,2.0,3.0,54.0,,,
1510,ID_2768,333519,250.0,300.0,91437,77.0,59.0,24.0,4.0,66.55913978494624,0.009102731,0.053200476,-0.04131677
1511,ID_3324,333346,250.0,300.0,4822,27.0,26.0,11.0,5.0,65.25714285714285,,,
1512,ID_1357,333346,250.0,300.0,25172,24.0,14.0,6.0,2.0,66.2,0.012945434,0.04933426,-0.036388826
1513,ID_933,333346,250.0,300.0,18784,6.0,6.0,3.0,,44.0,0.010824313,0.04933426,-0.03850995
1514,ID_1972,333519,,,8078,,,,,,,,
1515,ID_2486,333519,,,6035,,,,,,,,
1516,ID_3094,333519,,,4937,,,,,,,,
1517,ID_3015,333346,250.0,300.0,455333,158.0,126.0,46.0,4.0,61.2620320855615,0.02725724,0.04933426,-0.022077022
1518,ID_2851,333346,250.0,300.0,17701,5.0,2.0,0.0,15.0,72.0,,,
1519,ID_1213,333346,250.0,300.0,4152,2.0,1.0,0.0,1.0,48.0,,,
1520,ID_3423,333346,250.0,300.0,4620,2.0,1.0,1.0,,39.5,0.011520738,0.04933426,-0.037813526
1521,ID_790,333346,250.0,300.0,3993,3.0,1.0,1.0,,55.66666666666666,,,
1522,ID_3560,333346,250.0,300.0,2471,2.0,1.0,1.0,,58.5,,,
1523,ID_2537,333519,250.0,300.0,53008,17.0,16.0,2.0,6.0,60.44827586206897,,,
1524,ID_3264,333346,250.0,300.0,77914,3.0,3.0,1.0,1.0,53.6,0.08045977,0.04933426,0.031125508
1525,ID_1498,333346,250.0,300.0,12990,7.0,7.0,0.0,,68.38461538461539,0.010256411,0.04933426,-0.039077852
1526,ID_2790,333346,250.0,300.0,250710,143.0,113.0,45.0,40.0,61.99363057324841,0.015183509,0.04933426,-0.034150753
1527,ID_1677,333346,,,46347,,,,,,,,
1528,ID_1756,333346,250.0,300.0,8332,22.0,19.0,7.0,,57.36363636363637,,,
1529,ID_697,333346,250.0,300.0,34636,20.0,13.0,9.0,4.0,75.8,0.006060606,0.053200476,-0.046927523
1530,ID_2868,333346,250.0,300.0,2005,2.0,2.0,1.0,1.0,49.5,0.05605381,0.04933426,0.00671955
1531,ID_707,333346,250.0,300.0,5703,2.0,2.0,2.0,2.0,87.0,,,
1532,ID_401,333346,,,2034,,,,,,,,
1533,ID_2646,333519,,,5511,,,,,,,,
1534,ID_2158,333519,,,10560,,,,,,,,
1535,ID_2960,333519,250.0,300.0,4668,3.0,3.0,1.0,,52.333333333333336,0.0062370063,0.04933426,-0.043097254
1536,ID_3483,333519,250.0,300.0,2832,7.0,6.0,2.0,,65.11111111111111,,,
1537,ID_1578,333519,250.0,300.0,21782,5.0,5.0,3.0,1.0,61.4,,,
1538,ID_1369,333519,250.0,300.0,3500,2.0,2.0,2.0,,86.0,0.02247191,0.04933426,-0.026862351
1539,ID_1470,333519,250.0,300.0,3141,4.0,3.0,0.0,,63.25,,,
1540,ID_2380,333519,250.0,300.0,71478,32.0,27.0,15.0,1.0,56.083333333333336,0.013461539,0.04933426,-0.035872724
1541,ID_1712,333519,250.0,300.0,13740,5.0,4.0,1.0,2.0,13.714285714285714,,,
1542,ID_1743,333519,250.0,300.0,14327,5.0,5.0,1.0,1.0,63.44444444444444,0.017482517,0.04933426,-0.031851742
1543,ID_2030,333519,250.0,300.0,30824,19.0,15.0,6.0,1.0,53.95652173913044,0.0085800085,0.053200476,-0.04075425
1544,ID_1560,333519,250.0,300.0,9106,20.0,8.0,4.0,11.0,52.0,,,
1545,ID_3487,333519,250.0,300.0,10510,19.0,18.0,3.0,,61.44827586206897,0.024667932,0.04933426,-0.02466633
1546,ID_28,333519,250.0,300.0,5517,1.0,0.0,0.0,,59.0,,,
1547,ID_2052,333519,250.0,300.0,24806,1.0,1.0,0.0,,59.0,0.51979345,0.053200476,0.466593
1548,ID_2903,333519,250.0,300.0,6821,12.0,12.0,4.0,,77.91666666666667,,,
1549,ID_363,333346,250.0,300.0,6313,2.0,2.0,0.0,1.0,54.0,,,
1550,ID_1817,333346,250.0,300.0,2579,8.0,7.0,5.0,,55.3,,,
1551,ID_2634,333346,250.0,300.0,7442,21.0,19.0,8.0,5.0,59.0,0.009936517,0.04933426,-0.039397746
1552,ID_1437,333346,250.0,300.0,13962,55.0,14.0,1.0,129.0,47.45161290322581,0.26732674,0.04933426,0.21799247
1553,ID_1453,333346,250.0,300.0,6664,1.0,1.0,1.0,2.0,58.0,0.037756205,0.04933426,-0.011578059
1554,ID_3191,333519,250.0,300.0,15076,4.0,4.0,3.0,1.0,70.25,0.015789473,0.053200476,-0.037411
1555,ID_917,333519,250.0,300.0,3337,4.0,3.0,1.0,,40.25,,,
1556,ID_1683,333519,250.0,300.0,4437,4.0,3.0,0.0,1.0,66.25,,,
1557,ID_82,333519,250.0,300.0,3889,1.0,0.0,0.0,,52.0,0.093708165,0.04933426,0.044373903
1558,ID_3196,333519,250.0,300.0,2361,2.0,2.0,1.0,,22.5,0.0,0.04933426,-0.04933426
1559,ID_2384,333519,250.0,300.0,2026,5.0,2.0,1.0,1.0,64.0,0.04494382,0.04933426,-0.0043904413
1560,ID_1334,333519,250.0,300.0,7101,6.0,5.0,1.0,1.0,88.0,0.053418804,0.04933426,0.004084542
1561,ID_708,333346,250.0,300.0,5472,1.0,0.0,0.0,,89.0,,,
1562,ID_3116,333346,250.0,300.0,662954,111.0,97.0,54.0,37.0,53.792307692307695,0.00581269,0.053200476,-0.043521572
1563,ID_666,333346,250.0,300.0,6606,2.0,0.0,0.0,,79.0,,,
1564,ID_3359,333346,250.0,300.0,6978,2.0,1.0,1.0,3.0,53.0,,,
1565,ID_3319,333346,250.0,300.0,3369,2.0,2.0,1.0,,38.5,0.13323714,0.04933426,0.08390287
1566,ID_2744,333346,250.0,300.0,69213,17.0,14.0,5.0,5.0,47.26315789473684,0.03368421,0.053200476,-0.019516265
1567,ID_215,333346,250.0,300.0,5784,11.0,8.0,4.0,1.0,68.61538461538461,0.00389755,0.04933426,-0.04543671
1568,ID_2630,333346,250.0,300.0,2502,2.0,1.0,0.0,,46.5,,,
1569,ID_3507,333346,250.0,300.0,2002,4.0,2.0,0.0,,48.66666666666666,,,
1570,ID_278,333346,250.0,300.0,6029,18.0,17.0,6.0,1.0,80.36666666666666,0.019283747,0.04933426,-0.030050514
1571,ID_612,333346,250.0,300.0,5726,5.0,2.0,0.0,,54.71428571428572,,,
1572,ID_3061,333519,250.0,300.0,53396,124.0,38.0,16.0,5.0,56.52873563218391,0.76450115,0.04933426,0.7151669
1573,ID_429,333519,,,17318,1.0,1.0,0.0,1.0,,,,
1574,ID_517,333519,250.0,300.0,9213,9.0,9.0,5.0,1.0,81.44444444444444,,,
1575,ID_252,333346,250.0,300.0,3530,1.0,1.0,0.0,1.0,56.0,,,
1576,ID_24,333346,250.0,300.0,47861,224.0,194.0,97.0,11.0,61.4270462633452,0.0149700595,0.04933426,-0.0343642
1577,ID_1783,333346,,,5093,,,,,,,,
1578,ID_1742,333346,,,2161,,,,2.0,,,,
1579,ID_3077,333519,250.0,300.0,3462,1.0,1.0,0.0,,59.0,,,
1580,ID_1807,333519,,,5786,,,,,,,,
1581,ID_1128,333519,250.0,300.0,10111,4.0,3.0,2.0,3.0,56.66666666666666,0.010025063,0.04933426,-0.0393092
1582,ID_193,333519,250.0,300.0,3035,9.0,8.0,3.0,,56.3,0.0046296297,0.04933426,-0.04470463
1583,ID_18,333519,250.0,300.0,4456,10.0,8.0,4.0,2.0,55.16666666666666,,,
1584,ID_319,333519,250.0,300.0,2272,14.0,13.0,6.0,3.0,70.14285714285714,,,
1585,ID_3056,333519,250.0,300.0,35847,22.0,16.0,7.0,6.0,45.88461538461539,0.011940299,0.04933426,-0.037393965
1586,ID_2269,333519,250.0,300.0,41634,14.0,13.0,3.0,,64.78571428571429,0.02304427,0.053200476,-0.026289992
1587,ID_527,333519,250.0,300.0,16279,12.0,11.0,4.0,,70.0,,,
1588,ID_3378,333346,,,4249,,,,,,,,
1589,ID_1064,333519,250.0,300.0,4913,1.0,1.0,0.0,,7.0,,,
1590,ID_1814,333519,250.0,300.0,2329,2.0,2.0,0.0,3.0,90.0,,,
1591,ID_1254,333346,250.0,300.0,8187,2.0,2.0,0.0,,60.5,0.021968365,0.04933426,-0.027365897
1592,ID_2649,333346,250.0,300.0,7560,4.0,3.0,0.0,,46.333333333333336,,,
1593,ID_357,333346,250.0,300.0,1591978,106.0,93.0,33.0,13.0,60.89041095890411,0.1247216,0.053200476,0.075387344
1594,ID_279,333346,250.0,300.0,138178,150.0,125.0,69.0,13.0,62.45762711864407,0.022020726,0.04933426,-0.027313536
1595,ID_192,333519,250.0,300.0,2059,1.0,1.0,0.0,,59.0,,,
1596,ID_2980,333519,250.0,300.0,2046758,378.0,299.0,112.0,57.0,59.09237875288684,0.022642853,0.04933426,-0.026691409
1597,ID_683,333519,250.0,300.0,2770,4.0,2.0,1.0,1.0,58.5,,,
1598,ID_1773,333519,250.0,300.0,2787,4.0,2.0,2.0,2.0,27.0,,,
1599,ID_1404,333519,250.0,300.0,5927,1.0,1.0,0.0,,59.0,0.0060015004,0.053200476,-0.047198977
1600,ID_3260,333519,250.0,300.0,41454,38.0,34.0,14.0,4.0,58.11904761904762,0.011514614,0.04933426,-0.037819646
1601,ID_831,333519,250.0,300.0,4477,5.0,5.0,0.0,,2.8,0.012497011,0.04933426,-0.03683725
1602,ID_1252,333519,250.0,300.0,2831,8.0,7.0,1.0,1.0,60.125,,,
1603,ID_412,333519,250.0,300.0,2797,3.0,3.0,1.0,1.0,58.8,,,
1604,ID_137,333519,250.0,300.0,3959,1.0,1.0,0.0,,26.0,,,
1605,ID_1847,333519,250.0,300.0,3261,7.0,7.0,2.0,,44.69230769230769,0.013266998,0.04933426,-0.036067262
1606,ID_719,333519,250.0,300.0,5279,1.0,1.0,1.0,,60.0,,,
1607,ID_3083,333519,250.0,300.0,2297,4.0,3.0,3.0,1.0,55.0,,,
1608,ID_1667,333519,250.0,300.0,14318,5.0,2.0,1.0,,64.5,0.027222222,0.04933426,-0.02211204
1609,ID_379,333519,250.0,300.0,2637,1.0,1.0,1.0,,59.0,,,
1610,ID_928,333519,250.0,300.0,2253,2.0,1.0,0.0,1.0,58.5,,,
1611,ID_3185,333519,250.0,300.0,53358,15.0,13.0,8.0,1.0,67.85714285714286,0.035885166,0.04933426,-0.013449094
1612,ID_1772,333519,,,2371,,,,1.0,,,,
1613,ID_1386,333346,250.0,300.0,7922,5.0,4.0,0.0,,70.0,,,
1614,ID_2298,333346,250.0,300.0,64386,1.0,1.0,0.0,3.0,59.0,0.12944333,0.104358725,0.08010907
1615,ID_3455,333346,250.0,300.0,3533,1.0,1.0,0.0,,54.0,,,
1616,ID_462,333346,250.0,300.0,2543,3.0,1.0,0.0,,48.66666666666666,0.108302325,0.04933426,0.05896806
1617,ID_1101,333346,250.0,300.0,25742,14.0,13.0,5.0,2.0,60.375,0.009090909,0.04933426,-0.040243354
1618,ID_3109,333346,250.0,300.0,2160,2.0,2.0,1.0,,15.0,,,
1619,ID_1672,333519,250.0,300.0,59728,28.0,25.0,13.0,4.0,53.85294117647059,0.07580057,0.04933426,0.026466306
1620,ID_1934,333519,250.0,300.0,2404,13.0,2.0,1.0,24.0,20.307692307692307,,,
1621,ID_3550,333519,250.0,300.0,132171,113.0,87.0,24.0,8.0,49.56687898089172,0.034653466,0.04933426,-0.014680796
1622,ID_2597,333519,250.0,300.0,11792,3.0,0.0,0.0,,68.66666666666667,,,
1623,ID_108,333519,250.0,300.0,3140,1.0,1.0,1.0,,42.0,0.033492822,0.04933426,-0.01584144
1624,ID_203,333519,250.0,300.0,2447,1.0,1.0,0.0,,57.0,,,
1625,ID_801,333519,250.0,300.0,3491,2.0,2.0,1.0,2.0,73.0,0.030303031,0.04933426,-0.01903123
1626,ID_734,333519,250.0,300.0,7054,4.0,4.0,2.0,,63.25,0.06505295,0.04933426,0.01571869
1627,ID_925,333346,250.0,300.0,2821,2.0,2.0,2.0,1.0,70.5,0.018286815,0.04933426,-0.031047447
1628,ID_1496,333346,250.0,300.0,359997,392.0,317.0,104.0,101.0,61.28163265306122,0.022551179,0.053200476,-0.026783083
1629,ID_2374,333346,250.0,300.0,10964,8.0,6.0,1.0,1.0,54.142857142857146,0.053291537,0.04933426,0.0039572744
1630,ID_2686,333346,250.0,300.0,5838,2.0,2.0,2.0,,72.5,,,
1631,ID_2745,333346,250.0,300.0,3581,9.0,9.0,3.0,1.0,59.38461538461539,,,
1632,ID_1551,333346,250.0,300.0,7545,3.0,3.0,0.0,2.0,52.333333333333336,0.013623978,0.04933426,-0.035710283
1633,ID_3227,333346,250.0,300.0,6050,2.0,1.0,0.0,1.0,58.5,0.012021858,0.04933426,-0.037312403
1634,ID_3148,333519,250.0,300.0,2026600,456.0,353.0,148.0,85.0,63.04826254826255,0.025254272,0.04933426,-0.02407999
1635,ID_3016,333519,,,3890,,,,1.0,,,,
1636,ID_228,333346,,,2279,,,,,,,,
1637,ID_2251,333346,250.0,300.0,17091,13.0,10.0,4.0,3.0,58.66666666666666,0.04477612,0.04933426,-0.0045581423
1638,ID_2386,333346,250.0,300.0,44425,20.0,5.0,2.0,2.0,32.23076923076923,0.012040791,0.053200476,-0.03729347
1639,ID_572,333519,250.0,300.0,34942,35.0,30.0,13.0,5.0,67.85714285714286,0.051951107,0.04933426,0.0026168432
1640,ID_1951,333519,250.0,300.0,15392,21.0,18.0,4.0,3.0,58.85714285714285,0.0151770655,0.04933426,-0.034157194
1641,ID_2014,333346,,,4405,,,,,,,,
1642,ID_627,333519,,,12379,,,,,,,,
1643,ID_635,333346,,,2136,,,,,,,,
1644,ID_2272,333519,,,2440,,,,,,,,
1645,ID_2116,333519,250.0,300.0,128325,69.0,58.0,15.0,4.0,60.05154639175258,0.010443864,0.04933426,-0.0388904
1646,ID_1416,333519,250.0,300.0,18110,31.0,27.0,11.0,1.0,57.4375,0.016997168,0.04933426,-0.032337096
1647,ID_3314,333519,250.0,300.0,5886,27.0,16.0,7.0,24.0,49.054054054054056,0.41298378,0.04933426,0.36364952
1648,ID_2783,333519,250.0,300.0,2923,2.0,2.0,0.0,,24.5,0.017777778,0.04933426,-0.031556483
1649,ID_3157,333519,250.0,300.0,4340,1.0,1.0,0.0,2.0,58.0,,,
1650,ID_2037,333519,250.0,300.0,4023,6.0,6.0,0.0,2.0,76.375,0.015965167,0.04933426,-0.033369094
1651,ID_2272,333346,250.0,300.0,8351,9.0,5.0,2.0,1.0,72.77777777777777,,,
1652,ID_3056,333346,250.0,300.0,63463,39.0,30.0,12.0,4.0,56.654545454545456,0.011940299,0.04933426,-0.037393965
1653,ID_2750,333519,250.0,300.0,10269,16.0,14.0,3.0,,66.27272727272727,,,
1654,ID_1359,333519,250.0,300.0,3081,2.0,1.0,1.0,,57.0,,,
1655,ID_2233,333519,,,4145,,,,,,0.015345269,0.04933426,-0.033988994
1656,ID_164,333519,,,4686,,,,,,,,
1657,ID_2597,333346,,,8880,,,,,,,,
1658,ID_3243,333519,250.0,300.0,68027,33.0,27.0,8.0,2.0,60.457142857142856,0.024930747,0.053200476,-0.024403514
1659,ID_358,333519,250.0,300.0,4360,5.0,5.0,2.0,,59.63636363636363,0.003322259,0.04933426,-0.046012003
1660,ID_1189,333519,250.0,300.0,29462,17.0,13.0,4.0,6.0,63.24,0.020522388,0.053200476,-0.032678086
1661,ID_2132,333519,250.0,300.0,8696,2.0,2.0,2.0,,79.0,0.06407323,0.04933426,0.014738965
1662,ID_1753,333519,250.0,300.0,18268,4.0,3.0,0.0,,56.4,0.3642072,0.04933426,0.31487295
1663,ID_752,333519,250.0,300.0,13026,3.0,2.0,0.0,,61.66666666666666,,,
1664,ID_2107,333346,250.0,300.0,2413,1.0,1.0,0.0,,115.0,,,
1665,ID_2415,333519,250.0,300.0,7750,1.0,0.0,0.0,,60.0,0.01814059,0.04933426,-0.031193672
1666,ID_90,333519,250.0,300.0,2676,2.0,0.0,0.0,2.0,68.5,,,
1667,ID_2583,333519,250.0,300.0,30342,152.0,102.0,34.0,5.0,58.85641025641026,0.0041220114,0.04933426,-0.04521225
1668,ID_3406,333519,250.0,300.0,7389,2.0,2.0,1.0,,59.5,,,
