,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score
0,ID_1815,333519,250.0,300.0,2832,11.0,6.0,3.0,7.0,60.578947368421055,0.002750275,0.04933426,-0.046583988
1,ID_979,333519,250.0,300.0,2169,1.0,1.0,1.0,,59.0,,,
2,ID_1413,333519,250.0,300.0,7077,16.0,2.0,0.0,5.0,31.33333333333333,0.34562698,0.1850438,0.2924265
3,ID_1408,333519,250.0,300.0,14106,22.0,17.0,2.0,,56.5,,,
4,ID_1196,333519,250.0,300.0,2688,1.0,1.0,1.0,,55.0,,,
5,ID_2588,333519,250.0,300.0,2157,2.0,0.0,0.0,1.0,42.5,0.12310606,0.04933426,0.0737718
6,ID_2169,333519,250.0,300.0,4619,1.0,1.0,0.0,,58.0,,,
7,ID_1280,333519,250.0,300.0,4424,7.0,3.0,1.0,10.0,51.142857142857146,0.027410435,0.04933426,-0.021923827
8,ID_385,333519,250.0,300.0,38553,9.0,8.0,5.0,3.0,53.0,0.010152284,0.053200476,-0.039181978
9,ID_1222,333519,250.0,300.0,17462,19.0,13.0,4.0,3.0,47.37931034482759,0.021028038,0.04933426,-0.028306223
10,ID_2874,333519,250.0,300.0,167628,197.0,173.0,78.0,7.0,65.14285714285714,0.017152658,0.04933426,-0.032181602
11,ID_2482,333519,250.0,300.0,18711,16.0,15.0,6.0,3.0,68.8,0.0037313432,0.04933426,-0.045602918
12,ID_273,333519,250.0,300.0,2287,1.0,1.0,1.0,,60.0,,,
13,ID_2475,333519,250.0,300.0,2229,2.0,1.0,0.0,,72.5,,,
14,ID_3075,333519,,,2796,,,,2.0,,,,
15,ID_3249,333519,,,3338,,,,,,,,
16,ID_3390,333519,,,3695,,,,,,,,
17,ID_1289,333519,,,2016,,,,,,0.020100502,0.04933426,-0.02923376
18,ID_3238,333519,,,7836,,,,,,,,
19,ID_3533,333519,,,2889,,,,,,,,
20,ID_1905,333519,250.0,300.0,2641,4.0,4.0,3.0,,73.0,,,
21,ID_3262,333519,250.0,300.0,56499,99.0,91.0,26.0,5.0,72.56060606060606,0.0011074197,0.04933426,-0.04822684
22,ID_2151,333519,250.0,300.0,3163,6.0,5.0,1.0,,56.125,0.011848342,0.04933426,-0.03748592
23,ID_127,333519,250.0,300.0,10527,1.0,1.0,1.0,,118.0,0.10817308,0.053200476,0.0549726
24,ID_2510,333519,250.0,300.0,10752,6.0,5.0,4.0,1.0,57.5,,,
25,ID_1515,333519,250.0,300.0,11500670,1768.0,1594.0,743.0,66.0,59.62367491166078,0.011013786,0.053200476,-0.038320474
26,ID_1074,333519,250.0,300.0,2141,8.0,7.0,4.0,1.0,60.4,,,
27,ID_513,333519,250.0,300.0,2190,8.0,6.0,4.0,,52.142857142857146,0.02310231,0.04933426,-0.026231952
28,ID_1432,333519,250.0,300.0,25306,17.0,14.0,7.0,1.0,60.333333333333336,0.040201005,0.053200476,-0.012999471
29,ID_2349,333519,250.0,300.0,10627,3.0,2.0,0.0,2.0,45.0,,,
30,ID_2216,333519,250.0,300.0,3036,2.0,2.0,0.0,,66.5,,,
31,ID_3484,333519,250.0,300.0,5038,11.0,8.0,3.0,1.0,61.45454545454545,0.02617801,0.04933426,-0.023156252
32,ID_1542,333519,250.0,300.0,26070,19.0,15.0,7.0,13.0,50.578947368421055,0.15368712,0.04933426,0.104352854
33,ID_2957,333519,250.0,300.0,4041,32.0,26.0,8.0,,67.57142857142857,,,
34,ID_1450,333519,250.0,300.0,3998,5.0,4.0,2.0,,71.6,,,
35,ID_1124,333519,250.0,300.0,93662,23.0,18.0,6.0,1.0,53.82608695652174,0.014864865,0.04933426,-0.034469396
36,ID_2694,333346,,,2128,,,,2.0,,,,
37,ID_2421,333346,250.0,300.0,10506,1.0,1.0,0.0,,59.0,,,
38,ID_1556,333346,250.0,300.0,21047,36.0,30.0,17.0,7.0,72.04,0.026465029,0.053200476,-0.022869233
39,ID_3306,333346,250.0,300.0,29586,15.0,12.0,5.0,10.0,43.30434782608695,0.08490566,0.053200476,0.0355714
40,ID_1735,333346,250.0,300.0,7206,17.0,8.0,2.0,1.0,19.181818181818183,,,
41,ID_2368,333346,250.0,300.0,19428,30.0,29.0,15.0,,66.13793103448276,0.047526043,0.04933426,-0.0018082199
42,ID_2277,333346,250.0,300.0,13380,20.0,18.0,14.0,1.0,62.34782608695652,0.004497751,0.04933426,-0.04483651
43,ID_3152,333346,250.0,300.0,2267,1.0,1.0,0.0,1.0,119.0,,,
44,ID_432,333346,250.0,300.0,4064,15.0,14.0,8.0,,70.53333333333333,,,
45,ID_2674,333346,250.0,300.0,9819,17.0,17.0,11.0,,54.89473684210526,,,
46,ID_3092,333346,250.0,300.0,132069,69.0,58.0,17.0,71.0,61.69117647058823,0.035277177,0.04933426,-0.014057084
47,ID_422,333346,250.0,300.0,9780,7.0,7.0,0.0,,66.3076923076923,0.06965174,0.053200476,0.016451266
48,ID_1246,333346,250.0,300.0,19427,57.0,40.0,14.0,2.0,70.71428571428571,0.47868854,0.04933426,0.42935425
49,ID_3422,333346,250.0,300.0,5792,2.0,1.0,1.0,1.0,39.0,,,
50,ID_824,333346,250.0,300.0,19534,8.0,7.0,4.0,,74.625,0.033584647,0.104358725,-0.015749615
51,ID_1991,333346,250.0,300.0,2016,2.0,2.0,1.0,,57.5,,,
52,ID_2198,333346,250.0,300.0,262171,22.0,13.0,3.0,2.0,50.85714285714285,0.46381894,0.053200476,0.41448468
53,ID_1098,333346,250.0,300.0,5032,9.0,7.0,4.0,2.0,58.285714285714285,0.01232539,0.04933426,-0.03700887
54,ID_1859,333519,,,2783,,,,,,,,
55,ID_399,333346,,,15944,,,,,,0.02603037,0.053200476,-0.027170107
56,ID_835,333346,250.0,300.0,2532,6.0,5.0,1.0,,49.8,,,
57,ID_162,333519,250.0,300.0,51498,8.0,2.0,1.0,,45.0,0.39360473,0.04933426,0.34427044
58,ID_3315,333519,250.0,300.0,1982184,921.0,763.0,347.0,26.0,71.5587734241908,0.04057971,0.053200476,-0.012620766
59,ID_1527,333519,250.0,300.0,9578,9.0,7.0,3.0,,62.81818181818182,0.030354131,0.04933426,-0.01898013
60,ID_2952,333519,250.0,300.0,5220,7.0,6.0,2.0,1.0,63.77777777777778,0.011258956,0.04933426,-0.038075306
61,ID_1566,333519,250.0,300.0,2704,4.0,4.0,1.0,,59.75,,,
62,ID_2101,333519,250.0,300.0,30512,48.0,37.0,12.0,5.0,31.46551724137931,0.0020325202,0.04933426,-0.04730174
63,ID_1792,333519,250.0,300.0,3936,12.0,12.0,4.0,,51.3125,0.0,0.04933426,-0.04933426
64,ID_3007,333519,250.0,300.0,422072,142.0,58.0,16.0,49.0,61.3375,0.046376813,0.04933426,-0.00295745
65,ID_3489,333519,250.0,300.0,3158,2.0,0.0,0.0,,76.0,0.040089086,0.04933426,-0.009245175
66,ID_783,333519,250.0,300.0,4595,1.0,1.0,0.0,,108.0,,,
67,ID_3216,333519,250.0,300.0,2093,2.0,2.0,1.0,,42.0,,,
68,ID_1160,333519,250.0,300.0,6403,14.0,13.0,5.0,1.0,62.9375,,,
69,ID_2584,333519,250.0,300.0,13968,23.0,21.0,10.0,1.0,54.13513513513514,0.021634616,0.04933426,-0.027699646
70,ID_3215,333519,250.0,300.0,4863,2.0,1.0,0.0,1.0,60.0,,,
71,ID_3548,333519,250.0,300.0,5320,5.0,5.0,0.0,,79.4,0.015797788,0.04933426,-0.03353647
72,ID_2033,333519,250.0,300.0,2784,2.0,1.0,0.0,,48.0,,,
73,ID_2664,333519,250.0,300.0,18015,20.0,18.0,5.0,,61.96153846153846,,,
74,ID_1524,333519,250.0,300.0,9150,2.0,2.0,1.0,1.0,34.0,0.061445784,0.04933426,0.012111521
75,ID_649,333519,250.0,300.0,16682,9.0,8.0,2.0,,55.36363636363637,0.005882353,0.04933426,-0.04345191
76,ID_581,333519,250.0,300.0,256710,46.0,40.0,18.0,1.0,66.44827586206897,0.010810811,0.053200476,-0.039365016
77,ID_1947,333519,250.0,300.0,3913,2.0,2.0,1.0,,56.5,,,
78,ID_2102,333519,250.0,300.0,16182,20.0,18.0,5.0,1.0,65.3,0.014778325,0.04933426,-0.034555938
79,ID_1303,333519,250.0,300.0,903837,232.0,187.0,83.0,10.0,59.33587786259542,0.07743289,0.04933426,0.028098634
80,ID_2454,333346,250.0,300.0,3428,2.0,1.0,0.0,,72.0,0.012313674,0.04933426,-0.037020586
81,ID_1316,333346,250.0,300.0,4599,3.0,3.0,1.0,,59.333333333333336,0.012698413,0.053200476,-0.040502064
82,ID_1518,333346,250.0,300.0,6464,3.0,1.0,0.0,12.0,59.333333333333336,,,
83,ID_288,333346,250.0,300.0,6874,12.0,8.0,4.0,,60.25,0.03807615,0.053200476,-0.011275795
84,ID_2919,333519,250.0,300.0,11932,6.0,4.0,1.0,,70.625,0.006451613,0.04933426,-0.042882647
85,ID_1006,333519,250.0,300.0,4989,11.0,9.0,1.0,2.0,59.23076923076923,,,
86,ID_1205,333519,250.0,300.0,223118,99.0,78.0,42.0,1.0,57.198113207547166,0.09884869,0.04933426,0.049514435
87,ID_2954,333346,250.0,300.0,11418,10.0,8.0,2.0,3.0,60.57142857142857,0.0067873304,0.04933426,-0.04254693
88,ID_3049,333519,250.0,300.0,73379,9.0,7.0,1.0,,60.35294117647059,0.026378896,0.04933426,-0.022955365
89,ID_3438,333346,250.0,300.0,36851,46.0,37.0,12.0,6.0,64.390625,0.022857143,0.04933426,-0.026477119
90,ID_2819,333346,250.0,300.0,2294,3.0,3.0,3.0,,77.0,,,
91,ID_1171,333346,250.0,300.0,4289,6.0,6.0,4.0,1.0,62.16666666666666,,,
92,ID_1902,333346,250.0,300.0,6427,9.0,8.0,3.0,6.0,48.0,,,
93,ID_2073,333346,250.0,300.0,2429,1.0,1.0,1.0,,59.0,,,
94,ID_1349,333346,250.0,300.0,4950,5.0,2.0,2.0,,36.285714285714285,,,
95,ID_3323,333519,,,2818,,,,,,,,
96,ID_157,333346,250.0,300.0,3854,5.0,3.0,2.0,1.0,35.142857142857146,0.0028490028,0.04933426,-0.04648526
97,ID_3214,333519,250.0,300.0,28414,13.0,11.0,4.0,2.0,21.9375,0.031932775,0.053200476,-0.021267703
98,ID_1939,333519,250.0,300.0,71142,47.0,38.0,14.0,5.0,52.96610169491525,0.025988236,0.04933426,-0.023346025
99,ID_484,333519,250.0,300.0,7189,8.0,3.0,0.0,10.0,58.7,0.32296085,0.04933426,0.2736266
100,ID_2950,333346,250.0,300.0,2248,8.0,7.0,3.0,,58.25,,,
101,ID_2942,333346,250.0,300.0,11411,24.0,12.0,3.0,29.0,56.793103448275865,0.026584867,0.04933426,-0.022749394
102,ID_1897,333346,250.0,300.0,2652,1.0,1.0,1.0,27.0,60.0,0.112128146,0.04933426,0.06279389
103,ID_267,333346,250.0,300.0,5988,5.0,4.0,0.0,,60.8,0.019927537,0.04933426,-0.029406724
104,ID_1425,333346,250.0,300.0,97190,25.0,20.0,8.0,2.0,72.08,0.01190187,0.04933426,-0.03743239
105,ID_3476,333519,,,2005,,,,1.0,,,,
106,ID_211,333519,,,3021,,,,,,,,
107,ID_909,333519,,,2171,,,,,,0.0,0.04933426,-0.04933426
108,ID_3300,333346,,,5736,,,,,,0.0047318614,0.04933426,-0.0446024
109,ID_2187,333519,,,2614,,,,,,,,
110,ID_3125,333519,250.0,300.0,12015,2.0,0.0,0.0,2.0,121.0,,,
111,ID_3536,333519,250.0,300.0,9407,8.0,5.0,2.0,1.0,71.0,,,
112,ID_2998,333519,,,2202,,,,,,,,
113,ID_93,333346,,,3176,,,,,,,,
114,ID_1640,333519,,,4639,,,,,,,,
115,ID_1629,333519,,,2976,,,,,,,,
116,ID_569,333519,,,2879,,,,,,,,
117,ID_786,333346,,,2892,,,,1.0,,,,
118,ID_392,333519,,,17613,,,,,,,,
119,ID_1592,333519,,,4606,,,,,,,,
120,ID_3293,333346,,,3391,,,,,,,,
121,ID_2720,333519,,,2160,,,,,,0.0075949365,0.04933426,-0.041739326
122,ID_2131,333346,,,4296,,,,,,0.19111112,0.053200476,0.14177684
123,ID_2807,333519,250.0,300.0,50818,31.0,26.0,11.0,1.0,49.13513513513514,0.0021310602,0.04933426,-0.0472032
124,ID_2682,333519,250.0,300.0,3261,3.0,0.0,0.0,,61.333333333333336,,,
125,ID_765,333519,250.0,300.0,2270,6.0,6.0,4.0,,82.33333333333333,,,
126,ID_306,333519,250.0,300.0,620492,329.0,282.0,121.0,12.0,74.455919395466,0.03493756,0.053200476,-0.0143967
127,ID_3193,333519,250.0,300.0,43627,19.0,19.0,9.0,2.0,60.206896551724135,0.0024721879,0.04933426,-0.046862073
128,ID_209,333519,250.0,300.0,10724,2.0,2.0,2.0,,73.0,,,
129,ID_384,333519,250.0,300.0,16552,6.0,6.0,0.0,,58.5,0.0018726592,0.04933426,-0.047461603
130,ID_1136,333519,250.0,300.0,2779,3.0,3.0,0.0,1.0,57.333333333333336,0.043887146,0.04933426,-0.0054471144
131,ID_398,333519,250.0,300.0,56237,202.0,67.0,38.0,418.0,57.516129032258064,0.43891266,0.04933426,0.38957837
132,ID_859,333519,250.0,300.0,5018,4.0,4.0,0.0,,107.5,0.011441648,0.04933426,-0.037892614
133,ID_318,333519,250.0,300.0,189714,84.0,75.0,32.0,2.0,64.72222222222223,0.041791044,0.04933426,-0.007543217
134,ID_2810,333519,250.0,300.0,8046,6.0,5.0,2.0,1.0,64.16666666666667,0.006289308,0.04933426,-0.043044955
135,ID_1302,333519,250.0,300.0,2192,2.0,2.0,1.0,,48.5,,,
136,ID_2735,333519,250.0,300.0,42608,9.0,6.0,3.0,,56.45454545454545,0.02150873,0.104358725,-0.027825532
137,ID_185,333519,250.0,300.0,12610,9.0,9.0,2.0,,63.72727272727273,0.007216495,0.04933426,-0.042117767
138,ID_1747,333519,250.0,300.0,3190,5.0,4.0,0.0,2.0,58.8,,,
139,ID_219,333519,250.0,300.0,8199,7.0,5.0,1.0,,66.18181818181819,0.021468926,0.04933426,-0.027865335
140,ID_2860,333346,250.0,300.0,6562,12.0,12.0,6.0,2.0,60.642857142857146,,,
141,ID_271,333346,250.0,300.0,10206,5.0,4.0,0.0,1.0,66.0,,,
142,ID_2513,333346,250.0,300.0,20403,11.0,11.0,5.0,1.0,47.07692307692308,0.016438356,0.04933426,-0.032895904
143,ID_1745,333346,,,10184,1.0,1.0,1.0,3.0,,0.019193858,0.053200476,-0.033637125
144,ID_304,333346,250.0,300.0,2305,2.0,0.0,0.0,2.0,22.0,,,
145,ID_3130,333346,250.0,300.0,2981,2.0,2.0,0.0,,59.0,0.010152284,0.04933426,-0.039181978
146,ID_2702,333519,,,11708,,,,,,,,
147,ID_1700,333346,,,2533,,,,,,,,
148,ID_852,333519,,,7204,,,,,,,,
149,ID_2806,333346,,,3964,,,,,,0.06749156,0.04933426,0.018157301
150,ID_2238,333519,,,2457,,,,,,,,
151,ID_1687,333519,,,4761,,,,,,0.040527806,0.04933426,-0.008806458
152,ID_3477,333346,,,2256,,,,,,,,
153,ID_2425,333346,,,2340,,,,2.0,,,,
154,ID_3122,333519,,,16936,,,,,,,,
155,ID_3515,333346,,,27373,,,,,,0.078947365,0.04933426,0.029613107
156,ID_2759,333519,,,5470,,,,,,0.0045045046,0.1850438,-0.04664609
157,ID_47,333346,,,2327,,,,,,,,
158,ID_753,333346,250.0,300.0,2047,2.0,2.0,1.0,6.0,47.0,,,
159,ID_1699,333346,250.0,300.0,3475,1.0,0.0,0.0,,8.0,,,
160,ID_3522,333346,250.0,300.0,2468,2.0,2.0,2.0,1.0,89.5,,,
161,ID_1491,333346,250.0,300.0,2368,1.0,0.0,0.0,,59.0,,,
162,ID_2568,333346,250.0,300.0,186312,5.0,0.0,0.0,,34.8,0.013605442,0.04933426,-0.03572882
163,ID_847,333346,250.0,300.0,6643,4.0,4.0,2.0,,66.83333333333333,,,
164,ID_336,333346,250.0,300.0,11518,15.0,8.0,4.0,4.0,72.55172413793103,0.3066104,0.053200476,0.25727615
165,ID_2266,333346,250.0,300.0,3880,1.0,1.0,1.0,1.0,60.0,,,
166,ID_2348,333346,,,5182,,,,,,,,
167,ID_3055,333346,250.0,300.0,2549,1.0,0.0,0.0,1.0,42.0,0.025695931,0.04933426,-0.02363833
168,ID_102,333346,,,3234,1.0,0.0,0.0,1.0,,,,
169,ID_2605,333346,250.0,300.0,2865,8.0,8.0,2.0,,61.3,,,
170,ID_2093,333346,250.0,300.0,2464,2.0,2.0,1.0,,59.5,0.019165726,0.04933426,-0.030168535
171,ID_1479,333346,250.0,300.0,3384,12.0,10.0,7.0,,60.6,,,
172,ID_1043,333346,250.0,300.0,3384,1.0,0.0,0.0,1.0,98.0,,,
173,ID_940,333346,,,4262,,,,,,,,
174,ID_1568,333346,250.0,300.0,16110,172.0,16.0,1.0,153.0,50.46341463414634,0.5523825,0.04933426,0.50304824
175,ID_1152,333519,250.0,300.0,3860,6.0,3.0,1.0,1.0,64.375,0.0,0.04933426,-0.04933426
176,ID_1684,333519,250.0,300.0,4177,4.0,3.0,1.0,,73.0,,,
177,ID_760,333519,250.0,300.0,94052,40.0,28.0,7.0,5.0,51.42,0.04082774,0.04933426,0.00822371
178,ID_2539,333519,250.0,300.0,3711,7.0,5.0,1.0,,64.28571428571429,,,
179,ID_3280,333519,250.0,300.0,14582,1.0,0.0,0.0,1.0,28.0,,,
180,ID_1932,333519,250.0,300.0,6358,3.0,3.0,0.0,,79.0,0.0056603774,0.04933426,-0.043673884
181,ID_2477,333519,250.0,300.0,7497,1.0,1.0,1.0,,59.0,0.090361446,0.053200476,0.03716097
182,ID_3202,333519,250.0,300.0,5449,5.0,4.0,2.0,,57.6,,,
183,ID_632,333519,250.0,300.0,5493,3.0,1.0,1.0,10.0,59.66666666666666,,,
184,ID_668,333519,250.0,300.0,5277,3.0,0.0,0.0,,43.0,,,
185,ID_3164,333519,250.0,300.0,5608,10.0,8.0,2.0,,69.42857142857143,0.02278481,0.04933426,-0.026549451
186,ID_2496,333519,250.0,300.0,66206,21.0,20.0,9.0,,68.73913043478261,0.007978723,0.053200476,-0.02418921
187,ID_1750,333519,250.0,300.0,2535,1.0,0.0,0.0,1.0,120.0,,,
188,ID_3246,333519,250.0,300.0,3636,4.0,4.0,1.0,,58.5,,,
189,ID_111,333519,250.0,300.0,3834,1.0,1.0,0.0,,58.0,,,
190,ID_1480,333519,250.0,300.0,3661,1.0,0.0,0.0,,59.0,,,
191,ID_1921,333519,250.0,300.0,7693,4.0,4.0,0.0,2.0,59.25,0.007894737,0.04933426,-0.041439526
192,ID_363,333519,250.0,300.0,14224,3.0,1.0,1.0,1.0,48.333333333333336,,,
193,ID_253,333519,250.0,300.0,6620,14.0,14.0,5.0,,58.25,,,
194,ID_3104,333519,250.0,300.0,4117,2.0,1.0,0.0,,59.0,,,
195,ID_1228,333519,250.0,300.0,2957,1.0,1.0,0.0,,59.0,,,
196,ID_2453,333519,250.0,300.0,2433,2.0,2.0,0.0,,31.0,,,
197,ID_3480,333519,,,5667,,,,1.0,,,,
198,ID_1630,333346,,,2854,,,,,,,,
199,ID_3505,333519,,,2408,,,,,,,,
200,ID_1001,333346,250.0,300.0,41172,1.0,1.0,1.0,,58.0,0.027950311,0.1850438,-0.02138395
201,ID_1325,333346,250.0,300.0,3202,2.0,0.0,0.0,,6.0,0.00856531,0.04933426,-0.04076895
202,ID_458,333346,250.0,300.0,757882,146.0,128.0,56.0,4.0,59.0096618357488,0.25342464,0.053200476,0.2040904
203,ID_3163,333519,250.0,300.0,5767,14.0,6.0,3.0,3.0,65.66666666666667,,,
204,ID_477,333519,250.0,300.0,3392,3.0,3.0,1.0,,51.4,,,
205,ID_1370,333346,,,5331,,,,,,0.020942409,0.04933426,-0.028391853
206,ID_2904,333346,,,2949,,,,1.0,,,,
207,ID_1190,333519,,,7716,,,,,,,,
208,ID_2284,333519,,,12233,,,,,,,,
209,ID_3066,333519,250.0,300.0,3852,38.0,27.0,8.0,18.0,64.19047619047619,,,
210,ID_676,333519,250.0,300.0,4288,6.0,6.0,2.0,2.0,62.5,0.014989293,0.04933426,-0.034344967
211,ID_3008,333346,250.0,300.0,389808,249.0,202.0,64.0,37.0,66.19428571428571,0.036,0.04933426,-0.013334261
212,ID_436,333519,250.0,300.0,12816,13.0,10.0,4.0,3.0,60.30769230769231,,,
213,ID_1931,333519,250.0,300.0,68346,42.0,38.0,19.0,2.0,56.58461538461538,0.09130435,0.053200476,0.041970085
214,ID_1275,333519,250.0,300.0,4198,3.0,2.0,0.0,1.0,80.66666666666667,0.0026666666,0.04933426,-0.046667594
215,ID_771,333519,250.0,300.0,48488,23.0,16.0,8.0,8.0,60.65217391304348,0.033519555,0.04933426,-0.015814709
216,ID_2776,333519,250.0,300.0,8099,1.0,0.0,0.0,4.0,59.0,0.122340426,0.04933426,0.07300616
217,ID_3095,333346,250.0,300.0,5690,3.0,0.0,0.0,,55.66666666666666,0.030303031,0.04933426,-0.01903123
218,ID_445,333519,,,3677,,,,,,,,
219,ID_1270,333519,,,5189,,,,,,,,
220,ID_537,333346,250.0,300.0,16722,1.0,1.0,1.0,,60.0,,,
221,ID_2719,333346,,,3736,,,,,,,,
222,ID_1541,333519,250.0,300.0,341262,231.0,205.0,85.0,7.0,61.2967032967033,0.009070295,0.04933426,-0.040263966
223,ID_1181,333519,250.0,300.0,4317,3.0,3.0,0.0,,68.6,,,
224,ID_526,333346,250.0,300.0,55870,66.0,21.0,2.0,384.0,51.050632911392405,0.2605648,0.04933426,0.21123053
225,ID_950,333519,250.0,300.0,5278,2.0,2.0,1.0,3.0,80.0,0.08675799,0.04933426,0.03742373
226,ID_133,333346,250.0,300.0,6008,1.0,0.0,0.0,,58.0,0.00794702,0.04933426,-0.04138724
227,ID_2394,333346,250.0,300.0,24279,38.0,34.0,15.0,10.0,59.02173913043478,0.17984189,0.04933426,0.13050763
228,ID_139,333346,,,24033,,,,,,0.010376135,0.053200476,-0.0013806807
229,ID_1537,333519,,,3479,,,,1.0,,0.011904762,0.04933426,-0.0374295
230,ID_2346,333346,250.0,300.0,2108,2.0,2.0,1.0,1.0,68.5,0.030952381,0.04933426,-0.01838188
231,ID_1211,333346,250.0,300.0,22652,13.0,10.0,6.0,,68.04761904761905,0.011049724,0.04933426,-0.038284536
232,ID_2564,333346,250.0,300.0,2597,3.0,3.0,2.0,,96.66666666666669,,,
233,ID_1315,333346,250.0,300.0,2890344,146.0,118.0,35.0,21.0,52.92253521126761,0.04949406,0.104358725,-0.00049372576
234,ID_1108,333346,250.0,300.0,28170,8.0,6.0,2.0,,25.444444444444443,0.054441262,0.04933426,0.005106999
235,ID_1737,333519,250.0,300.0,4160,4.0,4.0,3.0,,55.0,0.005479452,0.04933426,-0.04385481
236,ID_1949,333519,250.0,300.0,115024,54.0,47.0,17.0,7.0,61.39080459770115,0.024484536,0.04933426,-0.024849726
237,ID_2923,333519,250.0,300.0,9759,21.0,19.0,2.0,1.0,64.11428571428571,,,
238,ID_73,333519,250.0,300.0,6630,2.0,2.0,0.0,,57.5,,,
239,ID_3508,333519,250.0,300.0,4320,3.0,3.0,2.0,1.0,34.666666666666664,,,
240,ID_559,333519,250.0,300.0,36666,71.0,59.0,12.0,4.0,61.956989247311824,0.0064655175,0.04933426,-0.042868745
241,ID_1981,333346,250.0,300.0,7517,6.0,4.0,2.0,,44.5,,,
242,ID_260,333346,250.0,300.0,3792,12.0,2.0,0.0,8.0,45.0,0.676951,0.04933426,0.62761676
243,ID_624,333346,250.0,300.0,15282,4.0,2.0,0.0,3.0,27.666666666666668,0.039800994,0.04933426,-0.009533267
244,ID_2291,333346,,,2427,,,,2.0,,0.030975496,0.04933426,-0.018358765
245,ID_2631,333519,,,2243,,,,,,,,
246,ID_2618,333519,,,4092,,,,,,0.008645534,0.053200476,-4.428479e-10
247,ID_2493,333519,,,2728,,,,,,,,
248,ID_3301,333519,,,2479,,,,1.0,,,,
249,ID_1654,333519,,,3092,,,,1.0,,,,
250,ID_722,333346,250.0,300.0,1202776,151.0,129.0,59.0,18.0,68.47513812154696,0.05364807,0.053200476,0.004313807
251,ID_84,333346,250.0,300.0,6288,26.0,6.0,0.0,25.0,49.82142857142857,0.029599732,0.04933426,-0.01973453
252,ID_3087,333519,,,3840,,,,,,,,
253,ID_313,333519,,,2942,,,,3.0,,,,
254,ID_2297,333519,,,2070,,,,,,,,
255,ID_3553,333346,250.0,300.0,6281,16.0,15.0,6.0,1.0,53.53846153846154,,,
256,ID_2792,333346,250.0,300.0,2288,4.0,1.0,0.0,,53.25,,,
257,ID_2610,333346,250.0,300.0,9536,7.0,7.0,4.0,2.0,47.06666666666667,0.012886598,0.04933426,-0.036447663
258,ID_536,333519,250.0,300.0,4217,1.0,1.0,0.0,,58.0,0.029661017,0.04933426,-0.019673245
259,ID_1399,333519,250.0,300.0,101831,28.0,21.0,9.0,1.0,64.21875,0.03486056,0.04933426,-0.014473704
260,ID_302,333519,250.0,300.0,2036,5.0,5.0,2.0,,56.85714285714285,0.0037593986,0.04933426,-0.045574863
261,ID_2322,333519,250.0,300.0,6835,2.0,1.0,1.0,,86.5,,,
262,ID_2959,333346,,,4560,,,,,,,,
263,ID_2840,333519,250.0,300.0,92832,132.0,121.0,45.0,11.0,57.55555555555556,0.06501182,0.04933426,0.015677558
264,ID_1121,333346,250.0,300.0,2878,2.0,0.0,0.0,1.0,60.0,,,
265,ID_2001,333346,250.0,300.0,2013,4.0,3.0,2.0,,59.25,,,
266,ID_885,333346,250.0,300.0,5867,3.0,2.0,0.0,1.0,50.0,,,
267,ID_3192,333346,250.0,300.0,3309,4.0,4.0,2.0,,66.0,,,
268,ID_189,333346,250.0,300.0,6984,7.0,6.0,3.0,1.0,81.71428571428571,0.021333333,0.04933426,-0.028000928
269,ID_1679,333346,250.0,300.0,2219,1.0,1.0,0.0,,57.0,,,
270,ID_2126,333346,250.0,300.0,3957,2.0,0.0,0.0,,41.0,,,
271,ID_136,333346,250.0,300.0,21090,14.0,9.0,1.0,,2.5,0.019248256,0.04933426,-0.030086005
272,ID_1778,333346,,,2917,1.0,0.0,0.0,,,,,
273,ID_3039,333346,250.0,300.0,23376,7.0,5.0,1.0,7.0,56.888888888888886,0.015981736,0.04933426,-0.033352528
274,ID_2718,333519,250.0,300.0,7435,2.0,2.0,1.0,,60.0,,,
275,ID_1854,333519,250.0,300.0,27105539,1933.0,1476.0,595.0,108.0,72.97601128880527,0.06315789,0.053200476,0.009957419
276,ID_2715,333519,250.0,300.0,7423,12.0,10.0,2.0,1.0,62.85714285714285,0.005449591,0.04933426,-0.04388467
277,ID_2048,333519,250.0,300.0,79375,13.0,5.0,4.0,1.0,74.91666666666667,0.05982906,0.04933426,0.010494798
278,ID_926,333519,250.0,300.0,4336,2.0,2.0,1.0,1.0,59.0,,,
279,ID_1126,333519,250.0,300.0,9483,5.0,4.0,2.0,3.0,76.0,,,
280,ID_2257,333519,250.0,300.0,197958,88.0,69.0,21.0,12.0,60.54545454545455,0.013485477,0.053200476,-0.035848785
281,ID_1752,333519,250.0,300.0,6092,3.0,1.0,1.0,,91.5,0.07042254,0.104358725,-0.03393619
282,ID_2930,333519,250.0,300.0,232162,52.0,35.0,15.0,11.0,68.89285714285714,0.030711794,0.04933426,-0.018622467
283,ID_2350,333519,250.0,300.0,3793,1.0,0.0,0.0,,88.0,0.02366864,0.053200476,-0.029531837
284,ID_3294,333519,250.0,300.0,21904,1.0,0.0,0.0,,56.0,0.08120649,0.04933426,0.031872235
285,ID_1385,333519,250.0,300.0,3331,1.0,0.0,0.0,,8.0,,,
286,ID_1741,333519,250.0,300.0,6450,6.0,5.0,2.0,3.0,80.5,,,
